addr:housenumber,payment:cash,contact:twitter,entrance,addr:street,drink,name:he,level,layer,guest_house,coffee,name:en,reservation,payment:notes,museum,service:bicycle:pump,article,roof:shape,memorial,internet_access:fee,name:de,payment:lightning,survey:date,title,addr:city,comment,lgbtq,tollFree,brand,contact:facebook,accessibility,description,latitude,disused:shop,name:ru,brand:wikipedia,source,addr:housename,common_tags,wikipedia,image,designation,brand:wikidata,wheelchair,checkIn,source:date,directions,name,description:ru,lastEdit,wheelchair:description,addr:postcode,contact:tripadvisor,official_name,last_checked,second_hand,rooms,denomination,changing_table:wheelchair,address,checkOut,note,wheelchair:description:de,disused:tourism,wikidata,email,ref:rce,heritage,surveillance,check_date:opening_hours,takeaway,start_date,historic,check_date,stroller,cuisine,beauty,craft_beer,payment:credit_cards,payment:onchain,addr:country,name:zh,shop,building:architecture,wikimedia_commons,religion,wifi,alt_name,unisex,contact:website,longitude,toilets:wheelchair,name:ko,name:lb,sport,contact:instagram,name:es,brewery,landuse,highchair,ref:bag,hours,drink:club-mate,stars,contact:phone,changing_table,toilets,url,name:da,changing_table:location,internet_access,alt,name:uk,atm,fax,name:nl,smoking,heritage:operator,drive_through,toilets:access,opening_hours,name:ml,currency:XBT,operator,type,payment:coins,air_conditioning,delivery,bicycle_rental,landmark,building:levels,phone,contact:email,amenity,access,int_name,old_name,price,website,meal,Micheline,category,Service,room_facilities,drink type,music type,Ambiental,price range,private_bath,air_conditioning.1,bath,balcony,view,kitchen,tv,bed_number,size,indoor/outdoor seating,dietary
16,,,,oudebrugsteeg,,,,,,,,,,,,amsterdambinnenstad,,,,,,,the grasshopper,amsterdam,,,,,,,on the edge of the red light district have an upperfloor bar,52.37546,,,,,,x x x,,,,,,,,tram 4 9 16 or 24 to dam,the grasshopper,,,,1012jp,,,,,,,,nieuwezijds voorburgwal 59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.89747,,,,,,,,,,,suth 08000100 f sa 07000100,,,,,,httpgrasshoppernl,,,,,,,,,,,,,,,,,drink,,,,,,,31 20 626 1259,,restaurant,,,,price empty,httpswwwthegrasshoppernl,,no,,,,cocktail,jazz,no,cheap,,,,,,,,,,,
191,,,,oudezijds voorburgwal,,,,,,,,,,,,amsterdambinnenstad,,,,,,,green house,amsterdam,,,,,,,usually pretty crowd but when warm or if you can get a seat definitely one of the nice coffeeshops near the red light district also have a bar next door,52.37146,,,,,,wlan 431 yes 64 no 20 x x x no 149 outside 100 isolated 7 separate 7 dedicate 3 yes 1 yes 368 no 41 only 25 x yes 2234 limited 983 no 881,,,,,,,,tram 4 9 16 or 24 to dam,green house,,,,1012ew,,,,,,,,oudezijds voorburgwal 191,,,,,,,,,,,yes,,,,,,,,,,,,cannabis,,,,,,,,4.89574,,,,,,,,,,,09000100 daily,,,,,,httpgreenhousetm,,,,,,,,,no,,,,mosu 09000100,,,,drink,,,,,,,31 20 6271739,,,,,,,httpswwwgreenhouseorg,,no,,,,coffee,ambient,casual,,,,,,,,,,,,
54,,,,warmoesstraat,,,,,,,,,,,,amsterdambinnenstad,,,,,,,hill street blue,amsterdam,,,,,,,lively atmosphere but buy cannabis elsewhere,52.37536,,,,,,x x,,,,,,,,tram or metro to centraal station,element of nature,,,,1012jg,,,,,,,,warmoesstraat 52a,,,,,,,,,,,,,,,,,,,,,,,smartshop,,,,,,,,4.89812,,,,,,,,,,,09000100 daily,,,,,,httpwwwhillstreetbluesnl,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,,,no,,,,cocktail,reggae,casual,,,,,,,,,,,,
89,,,,nieuwezijds voorburgwal,,,,,,,,,,,,amsterdambinnenstad,,,,,,,homegrown fantasy,amsterdam,,,,,,,,52.37497,,,,,,x x,,,,,,,,tram 4 9 16 or 24 to dam,big shot,,,,1012re,,,,,,,,nieuwezijds voorburgwal 87a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.89222,,,,,,,,,,,mth 12002300 fsu 12002400,,,,,,httpwwwhomegrownfantasycom,,,,,,,,,,,,,,,,,drink,,,,,,,31 20 6275683,,bar,,,,,,,no,,,,,,,,,,,,,,,,,,
9,,,,rosmarijnsteeg,,,,,,,,,,,,amsterdambinnenstad,,,,,,,kadinsky,amsterdam,,,,,,,it look completely different from before and now have three floor with a slick minimalist designa great place to smoke your good and actually serf a good cup of coffee too,52.37031,,,,bag,,x x yes 2234 limited 983 no 881,,,,,,,20140211,tram 1 2 or 5 to spui,kadinsky coffeeshop,,,,1012rp,,,,,,,,rosmarijnsteeg 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88945,,,,,,,,,,,10000100 daily,,,,,,,,,,,,,,,,,,,,,,,drink,,,,,,,31 20 6247023,,cafe,,,,,,,no,,,,coffee,none,chic,,,,,,,,,,,,
92,,,,nieuwezijds voorburgwal,,,,,,,,,,,,amsterdambinnenstad,,,,,,,bob youth hostel,amsterdam,,,,,,,,52.37574,,,,,,x x yes 2234 limited 983 no 881,,,,,,,,tram 1 2 5 13 or 17 to nieuwezijds kolk,bob youth hostel,,,,1012sg,,,,,,,,nieuwezijds voorburgwal 92,,,,,,bookingbobsyouthhostelnl,,,,,,,,,,,,,,,nl,,,,,,,,,,4.89248,,,,,,,,,,,,,,,,,httpwwwbobsyouthhostelnl,,,,,,,,,,,,,,,,,sleep,,,,,,,31 20 6230063,,hostel,,,,€70 dorm €22 per person,httpswwwbobsyouthhostelnl,,no,,,,,,,,,,,,,,,,,,
220,,,,oudezijds voorburgwal,,,,,,,,,,,,amsterdambinnenstad,,,,,,,bulldog,amsterdam,,,,,,,friendly hostel in the heart of the red light district a coffeeshop be conveniently locate on the ground floor this be also where you get your breakfast,52.372547,,,,,,x x yes 2234 limited 983 no 881,,,,,yes,,,tram 4 9 16 or 24 to dam follow the damstraat and take a left before the first bridge,the bulldog,,,,1012gj,,,,,,,,oudezijds voorburgwal 220,,,,,,,,,,,,,,,,,,,,,nl,,,,,,,,,,4.896184,no,,,,,,,,,,,,,,,,httpwwwbulldognl,,,,,,,,,,,,,,,,,sleep,,,,,,,31 20 6203822,,hostel,,,,breakfast sheet shower and a locker start at €22,httphotelthebulldogcom,,no,,,share bathroom air conditioning balcony tv,,,,cheap,,,,,,,,,,,
,,,,,,,,,,,,,,,,amsterdambinnenstad,,,,,,,de oranje tulp,,,,,,,,,52.37608,,,,,,x x,,,,,,,,tram or metro to centraal station,allstars,,,,,,,,,,,,damrak 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.89658,,,,,,,,,,,,,,,,,httpwwworanjetulpnl,,,,,,,,,,,,,,,,,sleep,,,,,,,31 20 4281618,,restaurant,,,,€50,,,no,,,,,,,,,,,,,,,,,,
111h,,,,warmoesstraat,,,,,,,,,,,,amsterdambinnenstad,,,,,,,durty nellys inn,amsterdam,,,,,,,dorm be clean and the bed comfortable the irish pub downstairs give discount to people stay in the hostel €35 for a pint of amstel €6 for a burger and chip breakfast 09001100 no common area apart from the bar itself,52.37417,,,,bag,,x yes 101 no 52 no 1 12001630 1 17002300 1 mosu 16452200 frsa 0000020016452400 1 16002000 tu off 1 suth 12002230 frsa 12002330 1 mosa 17302100 1 tusu 17002100 1 x x,,,,,,,20140211,tram 4 9 16 or 24 to dam,anna,,,,1012ja,,,,,,,,warmoesstraat 117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.89667,,,,,,,,,,,,,,,,,httpwwwdurtynellysnl,,,,,,,,,,,,,,,,,sleep,,,no,,,,31 20 6380125,,restaurant,,,,dorm €17 per person,httpwwwrestaurantannanl,,no,,clean,number bed dorm size comfortable additional facility irish pub downstairs discount on drink and food breakfast serve from 09001100,,,,cheap,,,,,,,,,,,
100,,,,nieuwendijk,,,,,,,,,,,,amsterdambinnenstad,,,,,,,fly pig downtown,amsterdam,,,,,,,the downtown branch a oppose to the uptown in zuid have more of a party vibe both hostel be know for their laidback atmosphere bar and indoor smoking area free extra check out the facility page on their website,52.37669,,,,,,x wlan 431 yes 64 no 20 x x,,,,,,,,tram or metro to nieuwezijds kolk,the fly pig downtown,,,,1012mr,,,,,,,,nieuwendijk 100,,,,,q111114712,receptiondowntownflyingpignl,,,,,,,,,,,,,,,,,,,,,,,,,4.89632,,,,,,,,,,,,,,,,,httpwwwflyingpignl,,,yes,,,,,,,,,,,,,fly pig,sleep,,,,,,,31 20 420 6822,,hostel,,,,€70 dorm €14 per person,httpswwwflyingpignl,,no,,,bar indoor smoking area laidback atmosphere,,,,cheap,,,,,,,,,,,
7,,,,beursstraat,,,,,,,,,,,,amsterdambinnenstad,,,,,,,hotel beursstraat,amsterdam,,,,,hotelben,,simple and clean hotel mostly visit by young people who be look for an inexpensive accommodation,52.37506,,,,bag,,x x x,,,,,,,20140211,tram 4 9 16 or 24 to dam,hotel ben,,,,1012jt,,,,,,,,beursstraat 9,,,,,,infohotelbennl,,,,,,,,,,,,,,,,,,,,,,,,,4.8971,,,,,,,,,,,,,,,,,httpwwwhotelbeursstraatnl,,,,,,,,,,,,,,,,,sleep,,,,,,,31 20 330 1401,,hostel,,,,,httpshotelbennl,,no,,clean,private bath air conditioning tv possibly small in size possibly a small number of bed,,,,,,,,,,,,,,,
83,,,,singel,,,,,,,,,,,,amsterdambinnenstad,,,,,,,hotel brian,amsterdam,,,,,,,very basic hotel but breakfast and internet include,52.37638,,,,bag,,x x,,,,,,,20140211,tram 1 2 5 13 or 17 to nieuwezijds kolk,hotel the craftsman,,,,1012ve,,,,,,,,singel 69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.89182,,,,,,,,,,,,,,,,,httpwwwhotelbriancom,,,,,,,,,,,,,,,,,sleep,,,,,,,31 20 6244661,,hotel,,,,,httpshotelthecraftsmencom,,no,,,breakfast include internet include,,,,,,,,,,,,,,,
142,,,,nieuwezijds voorburgwal,,,,,,,,,,,,amsterdambinnenstad,,,,,,,hotel tamara,amsterdam,,,,,,,cheap hotel in a great location with basic clean room,52.37486,,,,,,x x x,,,,,,,,tram 1 2 5 13 or 17 to nieuwezijds kolk,ben g,,,,1012sh,,,,,,,,nieuwezijds voorburgwal 144,,,,,,,,,,,,,,,,,,,,,,,sport,,,,,,,,4.89141,,,,skateboard,bengskateboardshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sleep,,,,,,,31 20 421 2858,,hotel,,,,€49 dorm €23 per person,httpswwwbengnl,,no,,clean,possible room facility private bath tv basic clean room,,,,cheap,,,,,,,,,,,
,,,,,,,,,,,,,,,,amsterdambinnenstad,,,,,,,intersail hostel christina,,,,,,,,a float hostel small cabin bedlength be 190 m but great staff and a nice spacious sun deck breakfast sheet towel be include in the price share shower and toilet four person cabin be well to be use for only three adult dont take too much luggage in these cabin,52.373169,,,,,,x yes 82 no 18 eur 24 2 adult camper 2 first hour and restaurant free €2hour €8day €5extra night 1 wlan 431 yes 64 no 20 x x x yes 2234 limited 983 no 881,,,,,,,,tram or metro to centraal station,,,,,,,,,,,,,stijger 2 oosterdok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.909985,,,,,,,,,,,,,,,,,httpwwwintersailnl2009drijvendhotelengphp,,,,,,,,,,,,,,,,,sleep,,,,,,,31 6 54785934,,hostel,,,,4 bed private from €2250€2750 per bed per night 2 and 3 bed private from €25€30 per bed per night,,,no,,friendly staff,number of bed 1 per cabin size small cabin bath share shower and toilet view spacious sun deck other facility breakfast sheet towel include,,,,cheap,,,no,,,,,4,,,
21,,,,barndesteeg,,,,,,,,,,,,amsterdambinnenstad,,,,,,,shelter city christian hostel,amsterdam,,,,,,,an alcohol and drugfree christian youth hostel right at the red light district singlesex dormitory include breakfast bed linen,52.37235,,,,,,x x,,,,,,,,metro 51 53 or 54 to nieuwmarkt,shelter city hostel,,,,1012bv,,,,,,,,barndesteeg 21,,,,,,,,,,,,,,,,,,,,,nl,,,,,,,,,,4.89902,,,,,,,,,,,,,,,,,httpwwwshelternl,,,,,,,,,,,,,,,,shelter christian,sleep,,,,,,,31 20 6244717,,hostel,,,,dorm €1719 per person,httpswwwshelterhostelamsterdamcom,,no,,clean,singlesex dormitory breakfast include bed linen include,,,,cheap,,no,,,city view,,,,,,
129,,,,warmoesstraat,,,,,,,,,,,,amsterdambinnenstad,,,,,,,st christopher,amsterdam,,,,,,,part hostel part hotel each room be design by local dutch artist,52.37396,,,,,,x x yes 2234 limited 983 no 881,,,,,yes,1400,,tram 4 9 16 or 24 to dam,st christopher ’ s at the winston,,,,1012ja,,,,,,,,warmoesstraat 129,1100,,,,,,,,,,,,,,,,,,,,nl,,,,,,,,,,4.89637,,,,,,,,,,,,,,,,,httpwwwstchristopherscoukamsterdamhostels,,,,,,,,,,,,,,,,st christopher inn,sleep,,,,,,,31 20 6231380,,hostel,,,,€4463,httpswwwstchristopherscoukamsterdamwinstonhostel,,no,,,private bath air conditioning view,,,,cheap,,,,,,,,,,,
97,,,,kloveniersburgwal,,,,,,,,,,,,amsterdambinnenstad,,,,,,,stayokay stadsdoelen,amsterdam,,,,,,,stayokay operates a network of 27 hostel in the netherlands and be the dutch affiliate of hostelling international a little small than stayokay vondelpark this location do not take group free wifi and pay internet terminal free security locker be provide in the hallway outside the dorm,52.36902,,,,bag,,x x yes 2234 limited 983 no 881,,,,,yes,0730 room available at 1400,20140211,tram 4 9 14 16 or 24 to muntplein,stayokay amsterdam stadsdoelen,,,,1011kb,,,,,,,,kloveniersburgwal 97,1030,,,,,stadsdoelenstayokaycom,,,,,,,,,,,,,,,nl,,,,,,,,,,4.89732,,,,,,,,,,,,,,,,,httpwwwstayokaycomstadsdoelen,,,,,,,31 20 6391035,,,,,,,,,stayokay,sleep,,,,,,,31 20 624 6832,,hostel,,,,dorm €17 private room €40,httpswwwstayokaycomenhostelamsterdamstadsdoelen,,no,,clean,possible room facility base on the description free wifi pay internet terminal free security locker in the hallway outside the dorm,,,,cheap,,no,no,,,,,,,,
23,,,,beursstraat,,,,,,,,,,,,amsterdambinnenstad,,,,,,,travel hotel amsterdam,amsterdam,,,,,,,the hotel be a comfortable 2 star hotel situate only a 5 minute walk from amsterdam ’ s central station,52.374845,,,,bag,,x x,,,,,,1400,20140211,,travel hotel amsterdam,,,,1012jv,,,,,,,,beurstraat 23,1100,,,,,,,,,,,,,,,,,,,,nl,,,,,,,,,,4.896689,,,,,,,,,,,,,,,,,httpwwwtravelhotelamsterdamcom,,,,nh,,,,,,,,,,,,,sleep,,,,,,,31 20 626 65 32,,hotel,,,,,httpwwwtravelhotelamsterdamcom,,no,,,base on the description provide the possible room facility could include private bath air conditioning tv size comfortable,,,,,,,,,city view,,,,,,
87,,,,warmoesstraat,,,,,,,,,,,,amsterdambinnenstad,,,,,,,white tulip hostel,amsterdam,,,,,whitetuliphostelamsterdam110043792403249,,mostly dorm but there be also a few private room available really a basic crashpad but quiet and relaxed due to their no large group policy,52.37468,,,,bag,,x x x,,,,,,,20140211,tram 4 9 16 or 24 to dam,the white tulip hostel,,,,1012hz,,,,,,,,warmoesstraat 87,,,,,,,,,,,,,,,,,,,,,nl,,,,,,,,,,4.89735,,,,,,,,,,,,,,,,,httpwwwwittetulpnl,,,,,,,31 20 4201299,,,,,,suth 09000100 frsa 09000300,,,,sleep,,,,,,,31 20 625 5974,,hostel,,,,dorm €20 per person,httpswwwwittetulpnl,,no,,clean,private room available possibly share bathroom for dorm quiet and relaxed atmosphere no large group policy,,,,cheap,yes,,,,,,,,,,
14,,,,warmoesstraat,,,,,,,,,,,,amsterdambinnenstad,,,,,,,hostel meeting point,amsterdam,,,,,,,laid back hostel have his own pretty cheap hotel bar smoking room weed allow insideguests of the hostel can use free internet computer only dorm,52.37611,,,,bag,,x x,,,,,,,20140211,very close to amsterdam central station,hostel meeting point,,20160106,,1012jd,,,,,,,,warmoestraat 14,,,,,,,,,,,,,,,,,,,,,nl,,,,,,,,,,4.89911,,,,,,,,,,,,,,,,,httpwwwhostelmeetingpointnl,,,,,,,,,,,,,,,,,sleep,,,,,,,31 20 627 7499,,hostel,,,,1422€,httpswwwhostelmeetingpointnl,,no,,clean,share dorm room hotel bar smoking room weed allow free internet computer,,,,cheap,,,,,,,,,,,
,,,,,,,,,,,,,,,,amsterdambinnenstad,,,,,,,citycenter bed and breakfast,,,,,,,,,52.37653,,,,,,x x,,,,,,1400,,tram 1 2 5 13 or 17 to nieuwezijds kolk,formosa argentina,,,,,,,,,,,,sint jacobsstraat 21,1000,,,,,infocitycenteramsterdamcom,,,,,,,,,,,,,,,,,,,,,,,,,4.89469,,,,,,,,,,,,,,,,,httpwwwcitycenteramsterdamcom,,,,,,,,,,,,,,,,,sleep,,,,,,,31 6 45160078,,restaurant,,,,€115,,,no,,,,,,,,,,,,,,,,,,
42,,,,damrak,,,,,,,,,,,,amsterdambinnenstad,,,,,,,delta hotel,amsterdam,,,,,,,clean room and friendly staff,52.37575,,,,bag,,x x,,,,,,,20140211,tram 4 9 16 or 24 to dam,delta hotel,,,,1012lk,,,,,,,,damrak 4243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.89616,,,,,,,,,,,,,,,,,httpwwwdeltahotelcom,,,,,,,,,,,,,,,,,sleep,,,,,,,31 20 6202626,,hotel,,,,€65160,httpswwwdeltahotelnl,,no,,clean and friendly staff,base on the description provide clean room and friendly staff it be not possible to determine specific room facility,,,,,,,,,,,,,,,
100,,,,nieuwezijds voorburgwal,,,,,,,,,,,,amsterdambinnenstad,,,,,,,hotel citadel,amsterdam,,,,,,,,52.37564,,,,bag,,x x,,,,,,,20140211,tram 1 2 5 13 or 17 to nieuwezijds kolk,the highlander,,,,1012sg,,,,,,,,nieuwezijds voorburgwal 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.89234,,,,,,,,,,,,,,,,,httpwwwhotelcitadelnl,,,,,,,,,,,,,,,,,sleep,,,,,,,31 20 6273882,,hotel,,,,double €65160,httpswwwthehighlanderhotelcomnlhotelcitadelisthehighlander,,no,,,,,,,,,,,,,,,,,,
40,,,,damrak,,,,,,,,,,,,amsterdambinnenstad,,,,,,,hotel continental,amsterdam,,,,,,,maoz vegan,52.37578,,,,,,x x yes 217 no 4 x x yes 509 no 131 only 16 terrace 12 pedestrianzone 11 sidewalk 6 patio 1 x,,,,,,1400,,tram 4 9 16 or 24 to dam,maoz,,,,1012lk,,,,,,,,damrak 4041,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.89616,,,,,,,,,,,,,,,,,httpwwwhotelcontinentalnl,,,,,,,,,,,,,mosu 11000200,,,,sleep,,,,,,,31 20 450 9987,,fastfood,,,,,httpwwwmaozusacomrestaurantslocationsamsterdam,,no,,,private bath air conditioning tv number bed not specify size not specify,,,,,,,,,,,,,,indoor and outdoor,vegan and vegetarian
1,,,,kalkmarkt,,,,,,,,,,,,amsterdambinnenstad,,,,,yes,20221023,hotel y boulevard,amsterdam,,,,,,,include a free breakfast note temporarily close until the end of 2014,52.37323,,,,,,x x x,,,,,,,,bus 32 33 34 or 35 to prins hendrikkade,wall and skin,,,,1011bc,,,,,,,,prins hendrikkade 145,,,,,,,,,,,,,,,,,,,,yes,,,tattoo,,,,,,,,4.9065,,,,,,,,,,,,,,,,,httphotelyboulevardnl,,,,,,,,,,,,,,,yes,,sleep,,,,,,,31 20 623 0430,,hotel,,,,€109,httpswwwwallsandskincom,,no,,,no free breakfast temporarily close until the end of 2014,,,,medium,,,,,,,,,,,
27,,,,groenburgwal,,,,,,,,,,,,amsterdambinnenstad,,,,,,,rembrandtplein hotel,amsterdam,,,,,,,friendly staff bar open all night,52.36898,,,,bag,,x yes 2234 limited 983 no 881,,,,,,,20140211,tram 4 9 16 or 24 to muntplein,rembrandtplein hotel,,,,1011hr,,,,,,,,groenbrugwal 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.89862,,,,,,,,,,,,,,,,,httpwwwrembrandtpleinhotelnl,,,,,,,,,,,,,,,,,sleep,,,,,,,31 20 4284244,,hotel,,,,€7090 include breakfast,,,no,,friendly staff,room facility na,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,amsterdambinnenstad,,,,,,,rho hotel,,,,,,,,room be quiet parking available friendly staff,52.37223,,,,,,x yes 2234 limited 983 no 881,,,,,,,,tram 4 9 16 or 24 to dam,rho hotel,,,rezeption ist durch den park garage problemlos zu erreichen aber die badezimmer sind nicht rollstuhlgerecht ausgestattet sonst ist die frühstückszimmer mühelos erreichen und da personal sind sehr freundlich,,,,,,,,,ne 1115,,,,,,receptionrhohotelcom,,,,,,,,,,,,,,,,,,,,,,,,,4.89396,,,,,,,,,,,,,,,,,httpwwwrhohotelcom,,,,,,,,,,,,,,,,,sleep,,,,,,,31 20 6207371,,hotel,,,,€100190,,,no,,friendly staff,possible room facility base on the description quiet room parking availability friendly staff,,,,medium,,,,,,,,,,,
73,,,,rokin,,,,,,,,,,,,amsterdambinnenstad,,,,,,,rokin hotel,amsterdam,,,,,,,a 2star renovate 17th century mansion very clean and good atmosphere own parking,52.37068,,,,bag,,x yes 2234 limited 983 no 881,,,,,,,,tram 4 9 14 16 or 24 to spuirokin,hotel rokin,,,,1012kl,,,,,,,,rokin 73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.89308,,,,,,,,,,,,,,,,,httpwwwrokinhotelcom,,,,,,,,,,,,,,,,,sleep,,,,,,,31 20 6267456,,hotel,,,,€100190,,,no,,clean,private bath parking,,,,medium,,,,,,,,,,,
303,,,,singel,,,,,,,,,,,,amsterdambinnenstad,,,,,,,estheréa,amsterdam,,,,,,,a boutique hotel that consists of a row of 17th century building along the singel canal it have 93 room and 2 suite it recently renovate 75 of it room free wifi,52.37059,,,,,,x x,,,,,,,,tram 1 2 or 5 to spuinieuwezijds voorburgwal,estheréa,,,,1012wj,,,,,,,,singel 303309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.88856,,,,,,,,,,,,,,,,,httpwwwesthereanl,,,,,,,,,,,,,,,,,sleep,,,,,,,31 20 6245146,,hotel,,,,€220,httpswwwesthereanl,,no,,clean,private bath air conditioning free wifi view canal view tv number of bed varies single or double size varies depend on the room,,,,expensive,,,,,city view,,,,,,
108114,,,,prins hendrikkade,,,,,,,,,,,,amsterdambinnenstad,,,,,,,grand hotel amrâth amsterdam,amsterdam,,,,,httpswwwfacebookcomamrathamsterdam,,an upscale hotel establish in the monumental scheepvaarthuis the first building in amsterdam school style that use to be the headquarters of six shipping company breakfast be not include in the low rate but all include wifi,52.37445,,,,,,x wlan 431 yes 64 no 20 x x,,,,,,,,tram or metro centraal station,amrath hotel,,,,1011ak,,,,,,,,prins hendrikkade 108,,,,,,infoamrathamsterdamcom,,,,,,,,,,,,,,,,,,,,,,,,,4.9039,,,,,httpsinstagramcomamrathamsterdam,,,,,,,,5,,,,httpwwwamrathamsterdamcom,,,,,,,,,,,,,,,,,sleep,,,,,,,31 20 552 0000,,hotel,,,,€2201219,httpswwwamrathamsterdamnl,,no,,clean,private bath air conditioning view tv wifi,,,,expensive,,,,,,,yes,,,,
9,,,,dam,,,,,,,,,,,,amsterdambinnenstad,,,,,,,krasnapolsky,amsterdam,,,,anantara,,,a somewhat seedy location for a 5star hotel the main entrance be right on dam square but the hotel back onto the redlight district with a view of sexshops and peepshow,52.37273,,,,bag,,x x x x yes 2234 limited 983 no 881,nlgrand hotel krasnapolsky,,,q112671781,yes,1500,20140211,tram 4 9 16 or 24 to dam,anantara grand hotel krasnapolsky,,,,1012js,,,,,,,,dam 9,1200,,,,q1213720,krasnapolskyanantaracom,,,,,,,,,,,,,,,nl,,,,categoryhotel krasnapolsky,,,,,,4.89438,,,,,,,,,,,,,5,,,,httpwwwnhhotelscomnhenhotelsthenetherlandsamsterdamnhgrandhotelkrasnapolskyhtml,,,,,,,,,,,,,,,,anantara hotel,sleep,,,,,,,31 20 554 9111,,hotel,,,,€159,httpswwwanantaracomengrandhotelkrasnapolskyamsterdam,,no,,,view,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,amsterdambinnenstad,,,,,,,park plaza victoria amsterdam,,,,,,,,a 4star immediately opposite centraal station free wifi in public space,52.37716,,,,,,x,nlvictoria hotel,,,,,,,tram or metro to centraal station,victoria hotel,,,,,,,,,,,,damrak 15,,,,,q2433903,bookamsterdampphecom,,,,,,,,,,,,,,,,,,,categoryvictoria hotel amsterdam,,,,,,4.89779,,,,,,,,,,,,,,,,,httpwwwparkplazacomamsterdamnlvictoria,,,,,,,31 20 6252997,,,,,,,,,,sleep,,,,,,,31 20 6234255,,hotel,,,,€104,,,no,,,free wifi in public space location opposite centraal station,,,,medium,,,,,city view,,,,,,
17,,,,rusland,,,,,,,,,,,,amsterdambinnenstad,,,,,,,radisson blu,amsterdam,,,,,,,,52.37018,,,,,,x x x x yes 2234 limited 983 no 881,,,,,yes,,,tram 4 9 16 or 24 to spuirokin,de palmboom,,,,1012ck,,,,,,,,rusland 17,,,,,,reservationsamsterdamradissonblucom,,,,,,,,,,regional,,,,,nl,,,,,,,,,httpswwwradissonblucomdehotelamsterdamrestaurants,4.89672,yes,,,,,,,,,,,,,31 20 623 1231,,,httpwwwradissonblucomhotelamsterdam,,,,,,,31 20 5208200,,,,,,mosu 12002230,,,,sleep,,,,,,,31 20 6231231,inforestaurantdepalmboomnl,restaurant,,,,€168,,,no,,,,,,,,,,,,,,,,,,
1,,,,kattengat,,,,,,,,,,,,amsterdambinnenstad,,,,,,,renaissance amsterdam,amsterdam,,,,,,,a 4star hotel with conference centre wifi access in the lobby and café,52.37769,,,,,,x x x yes 509 no 131 only 16 terrace 12 pedestrianzone 11 sidewalk 6 patio 1,,,,,,,,tram 1 2 5 13 or 17 to martelaarsgracht,koepelcafé,,,,1012sz,,,,,,,,kattengat 1,,,,,,,,,,,,,,,,regional,,,,,,,,,,,,,,,4.89454,,,,,,,,,,,,,,,,,httpwwwmarriottcomhotelstravelamsrdrenaissanceamsterdamhotel,,,,,,,,,,,,,,,,,sleep,,,,,,,31 20 6212223,,restaurant,,,,€289,,,no,,,possible room facility size private bath air conditioning wifi access,,,,expensive,,,,,,,,,,outdoor,
197,,,,oudezijds voorburgwal,,,,,,,,,,,,amsterdambinnenstad,,,,,,,sofitel legend the grand,amsterdam,,,,sofitel,,,the sofitel have view on the canal weather permit lunch be serve in the courtyard,52.37112,,,,bag,,x x wlan 431 yes 64 no 20 x x yes 2234 limited 983 no 881,,,,q749431,yes,,20140211,tram 4 9 16 or 24 to dam,the grand,,,,1012ex,,,,,,,,oudezijds voorburgwal 197,,,,,,contactthegrandsofitelcom,,,,,,,,,,,,,,,nl,,,,,,,,,,4.89542,,,,,,,,,,,,,5,,,,httpwwwsofitelcomgbhotel2783sofitelamsterdamthegrandindexshtml,,,yes,,,,,,,,,,,,,sofitel,sleep,,,,,,,31 20 555 3111,,hotel,,,,€365,httpswwwsofitellegendthegrandcom,,no,,,view canal view balcony courtyard for lunch weather permit,,,,expensive,,,,,canal view,,,,,,
,,,,,,,,,,,,,,,,amsterdambinnenstad,,,,,,,openbare bibliotheek amsterdam,,,primary,,,,,small museum like collection of item of and book by gerard reve one of holland most famous and openly gay writer in the 20th century on the 2nd floor in the oba,52.376064,,,,,,x yes 82 no 18 eur 24 2 adult camper 2 first hour and restaurant free €2hour €8day €5extra night 1 primary 20 welcome 4 x x x,,,,,,,,,reve museum,,,,,,,,,,,,oosterdokskade 43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.908302,,,,,,,,,,,10002200 daily,,,,,,httpwwwobanl,,,,,,,,,,,,,mosu 10002200,,,,other,,,,,,,31 20 5230900,,museum,,,,Free,httpswwwobanlcollectiespecialecollectiesgerardrevemuseumhtml,,no,,,,,,,Free,,,,,,,,,,,
