addr:housenumber,addr:street,name:en,reservation,memorial,title,lgbtq,brand,description,latitude,brand:wikipedia,common_tags,wikipedia,image,wheelchair,checkIn,name,wheelchair:description,addr:postcode,address,checkOut,note,takeaway,cuisine,beauty,shop,wikimedia_commons,contact:website,longitude,toilets:wheelchair,hours,stars,changing_table,toilets,url,internet_access,alt,smoking,opening_hours,type,phone,amenity,old_name,price,website,amenity.1,brand.1,check_date,cuisine.1,name.1,opening_hours.1,shop.1,meal,Micheline,category,Service,room_facilities,drink type,music type,Ambiental,price range,private_bath,air_conditioning,bath,balcony,view,kitchen,tv,bed_number,size,indoor/outdoor seating,dietary
,,,,,noordermarkt,,,on monday morning the noordermarkt be a flea market sell fabric record secondhand clothing etc and form part of the lapjesmarkt mention above on saturday the noordermarkt be a biological food market sell a wide range of ecological product like organic fruit and vegetable herb cheese mushroom etc there be also a small flea market,,,,,,,,,,,,,,,,,,,,,,m 09001300 sa 09001600,,,,,,,,,buy,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,kinnaree,,,amaze thai food good atmosphere good service despite be quite busy but the food be why you would come here highly recommend,,,,,,,,,,,1e anjeliersdwarsstraat 14,,,,,,,,,,,,,,,httpwwwrestaurantkinnareenl,,,,,eat,31 20 627 71 53,,,,,,,,,,,,dinner,no,,,,,,casual,,,,,,,,,,,,
,,,,,mazzo,,,this use to be a famous techno club but they turn it into an italian restaurant with a nice modern look you can have breakfast lunch or dinner here on the weekend it smart to make a reservation a it can get pretty busy,,,,,,,,,,,rozengracht 114,,,,,,,,,,,9 be till 1 be,,,,,,,,,eat,31 20344 64 02,,,,,,,,,,,,dinner,no,,,,,,chic,,,,,,,,,,,,
,,,,,long pura,,,indonesian food try the rice table,,,,,,,,,,,rozengracht 4648,,,,,,,,,,,611pm,,,,httpwwwrestaurantlongpuracom,,,,,eat,31 20 6238950,,,,,,,,,,,,dinner,no,,,,,,casual,,,,,,,,,,,,
,,,,,burgermeester,,,yes they serve burger here but dont expect a mcdonalds wannabe they be quality meat fish or vegetarian burger the place be so popular that they open 2 more branch in the city great if you want to have a quick and inexpensive bite order the mini trio so you can taste three different small size burger,,,,,,,,,,,elandsgracht 130,,,,,,,,,,,12002300,,,,httpwwwburgermeestereu,,,,,eat,31 900burgers,,,,,,,,,,,,lunch,2 star,,,,,,casual,,,,,,,,,,,,
,,,,,barneys,,,a gorgeous brasserie with outside seat which have the best breakfast in amsterdam for very reasonable price their strawberry milkshake be to die for,,,,,,,,,,,haarlemerstraat 98,,,,,,,,,,,,,,,,,,,,eat,,,,,,,,,,,,,breakfast,no,,,,,,casual,,,,,,,,,,,,
,,,,,de korte prins,,,de korte prins be a lunchroom café on the haarlemmerdijk 8 in the heart of the jordaan area in amsterdam the friendly staff serf great bagel roll and sandwich for breakfast and lunch in the afternoon the café be fill with coffee lover who enjoy a rich coffee with a delicious brownie or cheesecake regular often drop by for cooky and muffin takeaway a well,,,,,,,,,,,haarlemmerdijk 8,,,,,,,,,,,open daily from 8 be till 4 pm sat 9 be till 6 pm close on sunday,,,,httpwwwdekorteprinsnl,,,,,eat,,,,,,,,,,,,,lunch,no,,,,,,casual,,,,,,,,,,,,
,,,,,proust,,,proust be a little off the beaten path near the intersection of brouwersgracht and prinsengracht but it worth a visit for the inexpensive and satisfy meal a well a the company it a favourite with local,,,,,,,,,,,noordermarkt 4,,,,,,,,,,,,,,,,,,,,eat,31 20 623 91 45,,,price inexpensive,,,,,,,,,lunch,no,,,,,,casual,cheap,,,,,,,,,,,
,,,,,stout,,,nice and modern barcaferestaurant with young people a customer and mattress on the terrace,52.380168,,,,,,,,,,haarlemmerstraat 73,,,,,,,,,4.892317,,,,,,httpwwwrestaurantstoutnl,,,,,eat,31 20 616 36 64,,,,,,,,,,,,,2 star,,,,,,chic,,,,,,,,,,,,
,,,,,vliegende schotel,,,since green planet be closing you well look for alternative vegetarian hangout believe it or not but vliegende schotel be even well than it australiamoving competitor it have big portion of unbelievably good vegetarian food in an unpretentious but authentic atmosphere minimalistic service and a little walk from the centre but seriously worth it small selection of organic and fair trade wine and a nonsmoking room,,,,,,,,,,,nieuwe leliestraat 162,,,,,,,,,,,,,,,,,,,,eat,,,,main €915 daily special €8 bottle of wine €13,,,,,,,,,dinner,3 star,,,,,,casual,cheap,,,,,,,,,,,
,,,,,t smalle,,,some say this place have the most beautiful terrace in amsterdam it not big but you sit right beside the canal and if it too cold to sit outside check out the beautifully restore interior in this laidback place,,,,,,,,,,,egelantiersgracht 12,,,,,,,,,,,10000100 friday and saturday till 0200,,,,httpwwwtsmallenlsectiondrinken,,,,,drink,31 20 623 96 17,,,,,,,,,,,,,no,,,,beer,,intimate,,,,,,,,,,,,
,,,,,cafe p 96,,,great character at this pub lovely outdoor terrace on a houseboat make for a nice even or afternoon good selection of dutch and belgian beer,,,,,,,,,,,prinsengracht 96,,,,,,,,,,,800am to 100 be,,,,httpwwwp96nl,,,,,drink,31 20 622 18 64,,,,,,,,,,,,,no,,,,beer,,intimate,,,,,,,,,,,,
,,,,,soundgarden,,,top metalgrungypunky pub most relaxed drinking atmosphere in town really nice seclude terrace for drinking beer in the sun can smoke but not buy puff,,,,,,,,,,,marnixstraat 166,,,,,,,,,,,,,,,httpwwwcafesoundgardennl,,,,,drink,31 20 620 28 53,,,,,,,,,,,,,no,,,,beer,rock,casual,,,,,,,,,,,,
,,,,,bar brandstof,,,relatively new bar with a big and often busy terrace get absolutely crowd on friday after work hour,,,,,,,,,,,marnixstraat 357 corner with rozengracht,,,,,,,,,,,monthurs08000100 fri08000300 sat11000300 sun11000100,,,,httpwwwbarbrandstofnl,,,,,drink,31 204220813,,,,,,,,,,,,,no,,,,beer,none,casual,,,,,,,,,,,,
,,,,,bar struik,,,hangout for the urban 20 and 30somethings every day except friday they serve 1 dish for €750 get really crowd in the weekend,,,,,,,,,,,rozengracht 160,,,,,,,,,,,mon1700100 tue thu 1000 100 fri 1000 300sat 1100 300 sun 1200 100,,,,,,,,,drink,31 206254863,,,,,,,,,,,,,no,,,,beer,none,casual,,,,,,,,,,,,
,,,,,cafe chaos,,,typical amsterdam brown bar throw your peanut shell on the floor while look at the furniture,,,,,,,,,,,looriegracht 144,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,no,,,,beer,jazz,casual,,,,,,,,,,,,
,,,,,korsakoff,,,a more alternative rundown but cheap place that often have live music alternative nightspot for fan of metal industrial goth and techno some live music and popular club night a bit off the beaten path but worth it,,,,,,,,,,,lijnbaansgracht 161,,,,,,,,,,,,,,,httpwwwkorsakoffamsterdamnl,,,,,drink,31 20 625 78 54,,,,,,,,,,,,,no,,,,beer,alternative,casual,,,,,,,,,,,,
,,,,,maloe melo,,,live 50 rockabilly bar drink be cheap and the crowd be mostly dutch rocker but the music be good,,,,,,,,,,,lijnbaansgracht 163,,,,,,,,,,,sundaythursday 21000300 fridaysaturday 21000400,,,,httpwwwmaloemelocom,,,,,drink,31 20 420 45 92,,,,,,,,,,,,,no,,,,beer,rock,casual,,,,,,,,,,,,
,,,,,barneys,,,multiple cannabis cup winner know for it internationallyacclaimed marijuana strain,,,,,,,,,,,haarlemmerstraat 98,,,,,,,,,,,,,,,httpwwwbarneysbiz,,,,,drink,,,,,,,,,,,,,,no,,,,beer,reggae,no,,,,,,,,,,,,
,,,,,shelter jordan hostel,,,an alcohol and drugfree christian youth hostel singlesex dormitory include breakfast bed linen,,,,,,,,,,,bloemstraat 179,,,,,,,,,,,,,,,httpwwwshelternl,,,,,sleep,31 20 624 47 17,hostel,,from €19,,,,,,,,,,no,,clean,singlesex dormitory bed linen breakfast,,,,cheap,,,,,,,,,,,
,,,,,hotel de paris,,,the hotel have 48 room and be locate near the waterlooplein flee market,52.365775,,,,,,1400,,,,marnixstraat 372,1100,,,,,,,,4.879771,,,,,,httphoteldeparisamsterdamnl,,,,,sleep,31 20 622 55 87,hotel,,,,,,,,,,,,no,,,number of room 48 location near waterlooplein flee market,,,,,,,,,,,,,,,
,,,,,hotel de looier amsterdam,,,the hotel be a 3 star hotel locate near many of the main museum of amsterdam hotel de looier amsterdam be built a a diamond factory in 1886,52.36835,,,,,,1400,,,,3e looiersdwarsstraat 75,1100,,,,,,,,4.879661,,,,,,httpwwwhoteldelooiercom,,,,,sleep,31 20 625 18 55,hotel,,,,,,,,,,,,no,,,base on the description the possible room facility at hotel de looier amsterdam may include 1 private bath 2 air conditioning 3 tv 4 possible view depend on room location and floor,,,,,,,,,,,,,,,
,,,,,dadmiraal 1792,,,on the bank of the noordhollands kanaal in the north ferry from central station,,,,,,,,,,,noordhollandschkanaaldijk 21,,,,,,,,,,,,,,,,,,,,see,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,buikslotermeerplein boven t y shopping mall,,,,,,,,,,,,,,buikslotermeerplein amsterdam,,,,,,,,,,,,,,,httpwwwboventynl,,boven t y,,,buy,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,cafe de pont,,,,,,,,,,,,,,buiksloterweg 35 1031 cc amsterdam,,,,,,,,,,,,,,,httpcafedepontnl,,,,,drink,31 20 636 3388,,,,,,,,,,,,,no,,,,wine,pop,no,,,,,,,,,,,,
,,,,,tolhuistuin,,,,,,,,,,,,,,tolhuisweg 5 1031 cl amsterdam,,,,,,,,,,,,,,,httptolhuistuinnl,,,,,drink,31 20 7630650,,,,,,,,,,,,,no,,,,wine,folk,no,,,,,,,,,,,,
,,,,,nh galaxy,,,,,,,,,,,,,,distelkade 21 1031 xp amsterdam,,,,,,,,,,,,,,,httpnhhotelsnl,,,,,sleep,31 20 634800,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,bastion hotel amsterdam centrumnoord,,,,,,,,,,,,,,buikslotermeer amsterdam,,,,,,,,,,,,,,,httpwwwbastionhotelsnl,,,,,sleep,31 20 6323131,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,amsterdam centraal railway station,,america today,this beautiful building be an attraction in itself so if you do not arrive in amsterdam by train it be well worth make a special trip to look at the station facade the station be built between 1881 and 1889 on three artificial island it be design by pierre cuypers who also design the rijksmuseum in a similar neolategothicrenaissance style at the time the project be highly controversial a the new station would effectively cut off the city from the ij waterfront politician in the hague push it through anyway and now it be widely regard a the most beautiful station in the country,52.378677,,,,amsterdam 28657878568329jpg,,,america today,,,stationsplein,,,,,,clothes,,,4.899901,,,,,,,,,,,see,,,,,,,america today,,,america today,,clothes,,no,,,,,,,,,,,,,,,,,,
,,,,,beurs van berlage,,,take a guide tour and check out the view from the top of the old stock exchange tower it be built in 1903 by hendrik petrus berlage and be consider the begin of modern dutch architecture cost €350 locate on beursplein near dam square,52.375036,,,,beurs van berlage amsterdam 20052011jpg,,,,,,,,,,,,,,,4.896205,,,,,,httpwwwbeursvanberlagenl,,,,,see,,,,price €350,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,royal palace,,,the royal palace be one of the three official palace of the netherlands it be at the disposal of king willemalexander by the act of parliament it be built in 1651 a the city hall of amsterdam in a period know a the dutch golden age many school child learn that because of the swampy soil it be built on no less than 13569 wooden pole in 1795 the french empire of napoleon bonaparte invade the netherlands and his brother louis napoleon become the first king of holland in 1806 he acquire the city hall in that year and turn it into a royal palace it be restore to the original owner when prince william vi return to the netherlands in 1812 but when he be crown a king william i he decide that amsterdam should be the official capital and acquire the city hall once again a a royal palace this be still a delicate subject among the local some of who would like to see the palace return to amsterdam it be completely renovate in 2009 it be mainly use for diplomatic reception and to welcome visit head of state not a a royal residence,52.373199,,,,amsterdam paleis op de dam 20070326 1132 jpg,,,,,,dam,,,,,,,,,4.891276,,tusu 12001700,,,,httpwwwpaleisamsterdamnl,,koninklijk paleis,,,see,31 20 6204060,,,€750,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,nationaal monument,,,a large spire that function a a memorial for the victim of world war ii it be design by architect jjp oud and reveal at 4 may 1956 every 4 may at the remembrance of the dead a ceremony be held here to commemorate all civilian and member of the dutch arm force that die in world war ii and later arm conflict,52.372777,,,,amsterdam 28657877678529jpg,yes,,svnrs,,,dam square,,,,,,gift,,,4.893612,,,,,,,,,,,see,31 20 2514900,,,,,,,,,svnrs,,gift,,no,,,,,,,,,,,,,,,,,,
,,,,,begijnhof,,,the begijnhof be a late medieval enclose courtyard with the house of beguine roman catholic woman living in a semireligious community it be a very picturesque group of historic building mostly private dwelling house number 34 be the old home in amsterdam the courtyard also have a reform church and a hidden catholic chapel surprisingly it feel like a serene oasis a it be surround by the chaotic kalverstraat and spui entry to the courtyard and surround garden be free but be careful not to disturb the local community still living here,52.369447,,,,begijnhof amsterdam p1020929jpg,,,het bestekhuis,,,,,,,,,antique,,,4.889943,,,,,,,,,,,see,,,,,,,,,,het bestekhuis,,antique,,no,,,,,,,,,,,,,,,,,,
,,,,,esnoga,,,the most prominent synagogue of the city centre the esnoga date back from 1675 and be built in an austere classicist style in 1492 spain expel it jewish population a part of the inquisition and many flee to portugal one hundred year later their descendant migrate to amsterdam for it religious freedom this happen at a time when the dutch province be fight for independence against spain a to avoid be related to the enemy these jewish refugee originally from spain begin to refer to themselves a portuguese jew in the early 16th century the three jewish community that exist at the time merge to form the portuguese jewish community of amsterdam which still exists today they be join by ashkenazi jew that arrive from central and eastern europe in the 17th century together form the large jewish community in amsterdam and the netherlands shabbat service be held regularly,52.367663,,,,esnogaamsterdamjpg,,,,,,mr visserplein 3,,,,,,,,,4.904829,,,,,,httpwwwesnogacomen,,the portuguese synagogue,,,see,31 20 6245351,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,nieuwe kerk,,,use for royal coronation most recently the crown of king willemalexander in 2013 and royal wedding most recently the wedding of crown prince willemalexander to princess máxima in 2002 today the church be no longer use for service but be now a popular exhibition space with a steep entry price of €10 this be one of the most expensive and least reward visitor attraction in the country,52.373913,,,,amsterdam nieuwe kerk koorhekjpg,yes,,nieuwe kerk,,,dam,,,,,,,,,4.891715,,,,,,httpwwwnieuwekerknlen,,,,,see,31 20 6386909,,,price €10,httpswwwnieuwekerknl,,,,,nieuwe kerk,,,,no,,,,,,,,,,,,,,,,,,
,,,,,oude kerk,,,the old of the five main church in the historic centre and probably the old building in amsterdam it be right in the heart of the red light district you can climb the tower from april to september on saturday and sunday every halfhour also open in the winter by group appointment maximum 10 people cost €70 per hour email for more information,52.374361,,,,amsterdam oude kerk 2008jpg,yes,,oude kerk,,,oudezijds voorburgwal,,,,,,,,,4.898088,,,,,,httpwwwoudekerknl,,,,mosa 10001800 su 13001730,see,,,,,httpswwwoudekerknl,,,,,oude kerk,mosa 10001800 su 13001730,,,no,,,,,,,,,,,,,,,,,,
,,,,,zuiderkerk,,,built in 16031611 locate on zuiderkerkhof southern graveyard now an information centre on housing and planning you can visit the tower from april to september monday to saturday with guide only every halfhour cost €6 also open in the winter by group appointment maximum 15 people cost €70 per hr email for more information,52.370258,,,,amsterdam zuiderkerk and raamgrachtjpg,,,,,,zuiderkerkhof 72,,,,,,,,,4.899837,,,,,,httpwwwzuiderkerkamsterdamnl,,,,,see,,,,summer visit april to september €6 per person winter visit by group appointment maximum 15 people €70 per hour,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,allard pierson museum,,,archeological museum,52.36877,,,,allard piersonjpg,yes,,allard pierson museum,,,oude turfmarkt 127,,,,,,,,,4.892939,,mf 10001700 sasu 13001700,,,,httpwwwallardpiersonmuseumnlen,,,,,see,31 20 5252556,,,€650,httpsallardpiersonnl,,,,,allard pierson museum,,,,no,,,,,,,,,,,,,,,,,,
,,,,,amsterdam museum,,,museum of amsterdam city history,52.370278,,,,amsterdam binnenplaats meisjesjpg,yes,,amsterdam museum,,,nieuwezijds voorburgwal 357 or kalverstraat 92,,,,,,,,,4.890833,,mf 10001700 sasu 11001700,,,,httpwwwamsterdammuseumnlen,,,,mosu 10001700,see,31 20 5231822,,,€10,httpswwwamsterdammuseumnl,,,,,amsterdam museum,mosu 10001700,,,no,,,,,,,,,,,,,,,,,,
,,,,,civic guard gallery,,hunkemöller,just inside the arch gateway to the amsterdam museum be a hidden passageway with fifteen enormous 17thcentury painting entrance be free to the public during museum hour the collection feature massive and meticulously realistic portrait of wealthy citizen from the dutch golden age the same class of subject rembrandt depict in the most famous of civic guard painting the night watch,52.370154,,,,schuttersgalerij naar het noorden amsterdam 20014295 rcejpg,,,hunkemöller,,,kalverstraat 92,,,,,,clothes,,,4.890678,,mf 10001700 sa su 11001700,,,,,,schuttersgalerij,,,see,31 20 5231822,,,free,,,hunkemöller,,,hunkemöller,,clothes,,no,,,,,,,,,,,,,,,,,,
,,,,,jewish historical museum,,,jewish historical museum history of the jewish people culture and religion,52.36735,,,,,,,,,,nieuwe amstelstraat 1,,,,,,,,,4.9037,,11001700 daily except some jewish holiday,,,,httpwwwjhmnlenglish,,joods historisch museum,,,see,31 20 5310310,,,€9,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,ons lieve heer op solder,,,one of the old museum in amsterdam this be a catholic church stuffed into the upper story of a house built in 1663 when catholic be persecute and have to disguise their church it amaze to see how they fit worshipper an organ and an altar into such a narrow place,52.374977,,,,,,,ons lieve heer op solder,,,oudezijds voorburgwal 40,,,,,,,,,4.899215,,msa 10001700 su 13001700,,,yes,httpwwwopsoldernlen,,our lord in the attic,,mosa 10001700 su 13001700,see,31 20 6246604,,,€7,httpswwwopsoldernl,,,,,ons lieve heer op solder,mosa 10001700 su 13001700,,,no,,,,,,,,,,,,,,,,,,
,,,,,oranje voetbal museum,,,the legacy of dutch football start in the 1970s when total football a revolutionary dutch style of football shook the world the netherlands be the best football nation that never won the world cup it lose the final three time a national trauma it do win the european cup in 1988 lead by star player marco van basten this museum have four floor dedicate to oranje and a small cinema that show a 20minute film with historic football moment especially recommend for german,52.367229,,,,,yes,,bubble tea,,,kalverstraat 236,,,,,,,,,4.89279,,sa su 11001500,,,,,,,,,see,31 20 5898989,cafe,,€5,,cafe,,,,bubble tea,,,,no,,,,,,,,,,,,,,,,,,
,,,,,rembrandt house,,,this be where the artist rembrandt harmensz van rijn and his wife saskia live between 1639 and 1658 the house be a reconstruction of the painter ’ s life at that time and provide interest insight you will be able to see 260 of his 290 etching find out about how they be create see where he work and explore the nook and cranny of this fascinate building,52.369364,,,,,,,,,,jodenbreestraat 4,,,,,,,,,4.901257,,10001700 daily,,,,httpwwwrembrandthuisnl,,,,,see,31 20 5200400,,,€1250,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,spui,,,every friday and sunday a market be held on the spui friday have book on sale while sunday be all about art and antique,52.36881,,,,,,,,,,,,,,,,,,,4.88971,,,,,,httpwwwdeboekenmarktophetspuinlindexphpen,,,,,buy,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,waterloopleinmarkt,,,a wellknown but fairly overrate market near the city hall partly flea market partly alternative and second hand clothing and accessory more orient towards tourist than to local,52.36865,,,,,,,simon levelt,,,,,,,,,coffee,,,4.90119,,msa until about 1700,,,,,,,,tufr 10001800 sa 10001730 su 13001700 mo 11001800,buy,,,,,,,,20240216,,simon levelt,tufr 10001800 sa 10001730 su 13001700 mo 11001800,coffee,,no,,,,,,,,,,,,,,,,,,
,,,,,the american book center,,,excellent shop for literature and book in the english language particularly on american culture,52.36904,,,,,,,,,,spui 12,,,,,,,,,4.8899,,m 12002000 tuw fsa 10002000 th 10002100 su 11001830,,,,httpwwwabcnl,,,,,buy,31 20 6255537,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,athenaeum boekhandel,,,one of the most renowned book store of amsterdam because of it wide array of fiction and more academic title it be very popular among local student however their study book be also interest reading material for nongraduates they have a particular large selection of book in the humanity include history medium language culture and international relation,52.36896,,,,,,,athenaeum boekhandel,,,spui 1416,,,,,,book,,,4.88906,,m 11001800 tuw sa 09301800 th 09302100 f 9301830 su 12001730,,,,httpswwwathenaeumnlwinkelsathenaeum,,,,,buy,31 20 5141460,,,,,,,20230410,,athenaeum boekhandel,,book,,no,,,,,,,,,,,,,,,,,,
,,,,,the book exchange,,,a secondhand bookstore specialise in english book and have a large selection with an especially good selection of travel write detective and sffantasy,52.37013,,,,,,,the book exchange,,,kloveniersburgwal 58,,,,,,book,,,4.89732,,msa 10001600 su 11301600,,,,httpwwwbookexchangenl,,,,,buy,31 20 6266266,,,,,,,20230416,,the book exchange,,book,,no,,,,,,,,,,,,,,,,,,
,,,,,waterstones,,waterstones,another good tip for english literature price on the high side but there a good selection of fiction and childrens book they also have magazine newspaper and board game,52.36881,,,,,,,waterstones,,,kalverstraat 152,,,,,,book,,,4.89098,,msa 09001900 su 10301800,,,,httpwwwwaterstonescomwaterstoneswebnavigatedoppageid200010,,,,,buy,,,,,,,waterstones,,,waterstones,,book,,no,,,,,,,,,,,,,,,,,,
,,,,,gebr niemeijer,,,frenchstyle bakery with pastry croissant bread sandwich all bake fresh on premise open for breakfast and lunch eatin or takeaway bring the kid and eat in the small playroom upstairs,52.378173,,,,,,,,,,nieuwendijk 35,,,,,,,,,4.895704,,tufr 08151830 sa 08301700 su 09001700,,,,httpwwwgebroedersniemeijernl,,,,,eat,31 20 7076752,,,€611,,,,,,,,,breakfast,no,,,,,,familyfriendly,cheap,,,,,,,,,,,
,,,,,van der linde,,,know for it whip cream,52.374908,,,,,,,banketbakkerij van der linde,,,nieuwendijk 183,,,,,,bakery,,,4.89424,,m 13001700 tuth 11001745 f 09001745 sa 09001700 su 12001700,,,no,,,,,,eat,31 20 6248213,,,a small ice cream cost €1 a big one €2,,,,,,banketbakkerij van der linde,,bakery,dessert,no,,,,,,casual,cheap,,,,,,,,,,,
,,,,,zomerijswinterkost,,,zomerijswinterkost mean summer ice cream and winter food they have all the flavor you can think of and can even make a flavor on demand but you have to tell the owner one or two day in advance all the ice cream be homemade with natural ingredient for a reasonable price in the winter typical dutch winter food be serve like mash potato with cabbage and smoke sausage,52.37884,,,,,,,china massage city,,,nieuwendijk 4,,,,,,massage,,,4.89461,,,,,,,,,,,eat,,,,,,,,,,china massage city,,massage,dinner,2 star,,,,,,familyfriendly,,,,,,,,,,,,
,,,,,bird,,,very crowd little snack bar with thai food not to be confuse with the restaurant of the same owner on the other side of the street try the chicken in oyster sauce,52.37477,,,,,,,bird,,,zeedijk 72,,,yes,thai,,,,,4.9008,,13002200 daily,,,,httpthaibirdnl,,,,,eat,31 20 6201442,fastfood,,€1217,,fastfood,,,thai,bird,,,lunch,no,,,,,,casual,cheap,,,,,,,,,,,
,,,,,kamyin,,,kamyin be a remarkably popular chinesesurinamese restaurant because of it low price and superfast service the food be absolutely delicious and some menu go for a low a €6 service be nearly instant but dont expect a romantic set coke be hand out in can it very noisy and the light be unflattering the area near the window give a bit of a quieter atmosphere than the back so come early for a well seat however dont judge this place for something it doesnt try to be for a cheap and fast joint it unmatched try the sichuan peking duck if youre into chinese and into spicy food or the nasi moksi meti chicken pork and rice for surinamese wash it down with a fernandes surinamese soft drink,52.37477,,,,,,,bonne,,,warmoesstraat 68,,,,,,clothes,,,4.9008,,,,,,,,,,,eat,31 20 6253115,,,€712,,,,,,bonne,,clothes,lunch,no,,,,,,casual,cheap,,,,,,,,,,,
,,,,,new king,,,slowly become an institution this hugely popular mandarin chinese restaurant seem to have found a perfect balance between food price and ambiance the food be authentically chinese delicious fresh and quickly serve and all of that for a bargain service be fast and rush but it doesnt feel like a snack bar it have a stylish interior and it still one of those place you could bring a date to the big problem be that everyone seem to know this place so it somewhat crowd and noisy and youll probably have to wait outside for a seat to become available when you get in order the oyster theyre a hit,52.37362,,,,,,,new king,,,zeedijk 115,,,,chinese,,,,,4.90028,,11002230 daily,,,,httpwwwnewkingnl,,,,,eat,31 20 6252180,restaurant,,€1520,,restaurant,,,chinese,new king,,,,3 star,,,,,,chic,medium,,,,,,,,,,,
,,,,,ocha,,,this use to be just the little thai snackbar around the corner but since a rave review in the local newspaper het parool big crowd be wait in line to get seat during dinnertime the scenery be simple and the restaurant be very small and cramped however the hype be all about the food which be absolutely mouthwatering they have the usual thai fare but the dish to go for be the massaman curry their specialty,52.37404,,,,,,,ocha,,,binnen bantammerstraat 1,,,,thai,,,,,4.90185,,tusu 16002230,,,,,,,,tusu 16002200,eat,31 20 6259958,restaurant,,€15,,restaurant,,,thai,ocha,tusu 16002200,,dinner,no,,,,,,casual,medium,,,,,,,,,,,
,,,,,pasta pasta,,,serf delicious pasta make just a you want them choose a sauce top and pasta for a tasty but wellpriced meal,52.3753879,,,,,,,pasta pasta,,,warmoesstraat 49,,,,italian,,,,,4.8983495,,suth 11000100 f sa 11000300,,,,httpswwwfacebookcompagespastapastaamsterdam170100713173330,,,,,eat,31 20 3311199,restaurant,,€490,httpspastapastanl,restaurant,,,italian,pasta pasta,,,dinner,no,,,,,,casual,cheap,,,,,,,,,,,
,,,,,rapper,,,offer delicious sandwich in freshly bake wrap and salad with a selection of home sauce price vary from €395 for vegetarian wrap to €595 for blackangus entrecôte wrap,52.37604,,,,,,,de kroon,,,30 oudebrugsteeg,,,,,,cannabis,,,4.89597,,,,,,,,,,,eat,,,,vegetarian wrap €395 blackangus entrecôte wrap €595,,,,,,de kroon,,cannabis,lunch,2 star,,,,,,casual,cheap,,,,,,,,,,,
,,,,,greetje,,,traditional dutch alongside french classic locate in an historic building on a quiet side street near central station it off the beaten track so most of the diner be local open 6 day a week not monday a reservation be usually necessary,52.371581,,,,,yes,,greetje,,,peperstraat 2325,,,,dutchfrench,,,,,4.907678,,,,,,httpwwwrestaurantgreetjenl,,,,,eat,31 20 7797450,restaurant,,,,restaurant,,,dutchfrench,greetje,,,dinner,no,,,,,,intimate,,,,,,,,,,,,
,,,,,kantjil de tijger,,,great spice and meat dish indianindonesian food try the nasi goreng rames,52.36924,,,,,yes,,kantjil de tijger,,,spuistraat 291,,,,indonesian,,,,,4.88909,,,,,,,,,,,eat,,restaurant,,,httpskantjilnl,restaurant,,,indonesian,kantjil de tijger,,,dinner,no,,,,,,casual,,,,,,,,,,,,
,,,,,rembrandt corner,,,around the corner of the rembrandt huis be a very nice eetcafe with fresh food wifi hot spot and internet workplace try the dish of the day or the mussel,52.369426,,,,,,,simon levelt,,,jodenbreestraat 2,,,,,,coffee,,,4.901157,,,,,,,,,,tufr 10001800 sa 10001730 su 13001700 mo 11001800,eat,,,,,,,,20240216,,simon levelt,tufr 10001800 sa 10001730 su 13001700 mo 11001800,coffee,lunch,no,,,,,,casual,,,,,,,,,,,,
,,,,,tonys ny city bagel,,,oversized cup of coffee muffin and bagel muffin brownie giant cooky cheesecake and bagel spread with various topping be serve at reasonable price to a clientèle that be a mix of local and tourist american theme there be 3 location in the city,52.369082,,,,,,,,,,jodenbreestraat 15,,,,,,,,,4.903025,,,,,,httpwwwtonysnycitybagelsnl,,,,,eat,,,,,,,,,,,,,breakfast,no,,,,,,casual,,,,,,,,,,,,
,,,,,samhoud place,,,this modern place be recently award with 2 michelin star make it one of only 2 restaurant in amsterdam to claim that recognition excellent service high quality modern cooking and although perhaps subject to taste a contemporary design interior wednesday to sunday it also serf lunch close on monday call ahead,,,,,,,,,,,oosterdokskade 5,,,,,,,,,,,,,,,httpwwwsamhoudplacescom,,,,,eat,31 20 2602094,,,€130 for 3 course,,,,,,,,,lunch,no,,,,,,chic,expensive,,,,,,,,,,,
