addr:housenumber,payment:cash,contact:twitter,entrance,addr:street,drink,name:he,level,layer,guest_house,coffee,name:en,reservation,payment:notes,museum,service:bicycle:pump,article,roof:shape,memorial,internet_access:fee,name:de,payment:lightning,survey:date,title,addr:city,comment,lgbtq,tollFree,brand,contact:facebook,accessibility,description,latitude,disused:shop,name:ru,brand:wikipedia,source,addr:housename,common_tags,wikipedia,image,designation,brand:wikidata,wheelchair,checkIn,source:date,directions,name,description:ru,lastEdit,wheelchair:description,addr:postcode,diet:vegan,contact:tripadvisor,official_name,last_checked,second_hand,rooms,denomination,changing_table:wheelchair,address,checkOut,note,wheelchair:description:de,disused:tourism,wikidata,email,ref:rce,heritage,surveillance,check_date:opening_hours,takeaway,start_date,historic,indoor_seating,check_date,stroller,cuisine,beauty,craft_beer,payment:credit_cards,payment:onchain,addr:country,name:zh,shop,building:architecture,wikimedia_commons,religion,wifi,alt_name,unisex,contact:website,longitude,toilets:wheelchair,diet:vegetarian,name:ko,fee,name:lb,sport,contact:instagram,name:es,brewery,landuse,highchair,ref:bag,hours,drink:club-mate,stars,contact:phone,changing_table,toilets,url,name:da,changing_table:location,internet_access,alt,building,name:uk,outdoor_seating,atm,fax,name:nl,smoking,diet:gluten_free,heritage:operator,drive_through,toilets:access,opening_hours,name:ml,currency:XBT,operator,type,payment:coins,air_conditioning,delivery,bicycle_rental,landmark,building:levels,phone,contact:email,amenity,access,int_name,old_name,price,tourism,website,meal,Micheline,category,Service,room_facilities,accommodation_type,drink type,music type
,,,,,,,,,,,,,,,,Amsterdam/Noord,,,,,,,Bastion Hotel Amsterdam Centrum-Noord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buikslotermeer, Amsterdam",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.bastionhotels.nl/,,,,,,,,,,,,,,,,,,,,sleep,,,,,,,+31 20 632-3131,,,,,,,,,,,,,"Based on the description given, the possible room facilities include:
- Private bath
- Air conditioning
- Balcony
- View (possibly of the sunrise over the ocean)
- Kitchen
- TV
- Number of beds (not specified)
- Size (not specified)",Close to center,,
17B,,,,Stationsplein,,,,,,,,,,,,Amsterdam/Binnenstad,,,,,,,Amsterdam Centraal railway station,Amsterdam,,,,Chocolate Company,,,"This beautiful building is an attraction in itself, so if you did not arrive in Amsterdam by train, it is well worth making a special trip to look at the station's facade. The station was built between 1881 and 1889 on three artificial islands. It was designed by Pierre Cuypers who also designed the Rijksmuseum in a similar neo-late-Gothic/Renaissance style. At the time, the project was highly controversial as the new station would effectively cut off the city from the IJ waterfront. Politicians in The Hague pushed it through anyway, and now it is widely regarded as the most beautiful station in the country.",52.378677,,,,BAG,,", , , , X, X, , X, X, X, , , , yes: 368, no: 41, only: 25, X",,Amsterdam %286578785683%29.jpg,,Q108926938,,,2014-03-24,tram or metro Centraal Station,Chocolate Company,,,,1012AB,,,,,,,,,Stationsplein,,,,,,,,,,,yes,,,,,,coffee_shop,,,,,,,,,,,,,,,4.899901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Fr 08:00-19:00; Sa-Su 10:00-17:00,,,,see,,,,,,,+31 20 723 2229,,cafe,,,,,,https://www.chocolatecompany.nl,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Binnenstad,,,,,,,Beurs van Berlage,,,,,,,,"Take a guided tour and check out the view from the top of the old stock exchange tower. It was built in 1903 (by Hendrik Petrus Berlage) and is considered the beginning of modern Dutch architecture. Costs €3.50, located on Beursplein near Dam Square.",52.375036,,,,,,"X, X",,"Beurs van Berlage, Amsterdam, 20.05.2011.jpg",,,,,,"tram 4, 9, 16 or 24 to Dam",R Hotel Info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gift,,,,,,,,4.896205,,,,,,,,,,,,,,,,,,,http://www.beursvanberlage.nl,,,,,,,,,,,,,,,,,,,,see,,,,,,,,,,,,,Price: €3.50,,,,,,,,,,
8,,,,Mozes en Aäronstraat,,,,,,,,,,,,Amsterdam/Binnenstad,,,,,,,Royal Palace,Amsterdam,,,,,,,"The Royal Palace is one of the three official palaces of the Netherlands. It is at the disposal of King Willem-Alexander by the Act of Parliament. It was built in 1651 as the city hall of Amsterdam, in a period known as the Dutch Golden Age. Many school children learn that because of the swampy soil, it was built on no less than 13,569 wooden poles. In 1795, the French Empire of Napoleon Bonaparte invaded the Netherlands, and his brother Louis Napoleon became the first King of Holland in 1806. He acquired the city hall in that year and turned it into a royal palace. It was restored to the original owners when Prince William VI returned to the Netherlands in 1812, but when he was crowned as King William I, he decided that Amsterdam should be the official capital and acquired the city hall once again as a royal palace. This is still a delicate subject among the locals, some of who would like to see the palace returned to Amsterdam. It was completely renovated in 2009. It is mainly used for diplomatic receptions and to welcome visiting heads of state, not as a royal residence.",52.373199,,,,BAG,,", , , , X, X, , ",,"Amsterdam, paleis op de Dam 2007-03-26 11.32 .JPG",,,,,2014-02-11,"tram 1, 2, 5, 13 or 17 to Dam",“Russian Treasures” from Kaufman Collection,,,,1012XZ,,,,,,,,,Dam,,,,,,,,,,,,,,,,,,,,,,,,gift,,,,,,,,4.891276,,,,,,,,,,,,,Tu-Su 12:00-17:00,,,,,,http://www.paleisamsterdam.nl/,,,,Koninklijk Paleis,,,,,,,,,,,,,,,,see,,,,,,,+31 20 620-4060,,,,,,€7.50,,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Binnenstad,,,,,,,Nationaal Monument,,,,,,,,"A large spire that functions as a memorial for the victims of World War II. It was designed by architect J.J.P. Oud and revealed at 4 May 1956. Every 4 May, at the Remembrance of the Dead, a ceremony is held here to commemorate all civilians and members of the Dutch armed forces that died in World War II and later armed conflicts.",52.372777,,,,,,"X, X, yes: 2234, limited: 983, no: 881",,Amsterdam %286578776785%29.jpg,,,yes,,,"tram 4, 9, 16 or 24 to Dam",SVNRS,,,,,,,,,,,,,Dam Square,,,,,,,,,,,,,,,,,,,,,,,,gift,,,,,,,,4.893612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,see,,,,,,,+31 20 251-4900,,,,,,,,,,,,,,,,
371A,,,,Nieuwezijds Voorburgwal,,,,,,,,,,,,Amsterdam/Binnenstad,,,,,,,Begijnhof,Amsterdam,,,,,,,"The Begijnhof is a late medieval enclosed courtyard with the houses of ''beguines'' (Roman Catholic women living in a semi-religious community). It is a very picturesque group of historic buildings, mostly private dwellings. House number 34 is the oldest home in Amsterdam. The courtyard also has a Reformed Church and a hidden Catholic chapel. Surprisingly, it feels like a serene oasis as it is surrounded by the chaotic Kalverstraat and Spui. Entry to the courtyard and surrounding gardens is free, but be careful not to disturb the local community still living here.",52.369447,,,,BAG,,", , , , X, X, , , X",,Begijnhof (Amsterdam) P1020929.JPG,,,,,2014-02-11,"tram 1, 2 or 5 to Spui",Exalto,,,,1012RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,books,,,,,,,,4.889943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,see,,,,,,,,,,,,,,,http://recordsandbooks.nl/,,,,,,,,
6-H,,,,Muiderstraat,,,,,,,,,,,,Amsterdam/Binnenstad,,,,,,,Esnoga,Amsterdam,,,,,,,"The most prominent synagogue of the city centre, the Esnoga dates back from 1675 and is built in an austere Classicist style. In 1492, Spain expelled its Jewish population as part of the Inquisition, and many fled to Portugal. One hundred years later, their descendants migrated to Amsterdam for its religious freedom. This happened at a time when the Dutch provinces were fighting for independence against Spain. As to avoid being related to the enemy, these Jewish refugees originally from Spain began to refer to themselves as ""Portuguese Jews"". In the early 16th century, the three Jewish communities that existed at the time merged to form the Portuguese Jewish Community of Amsterdam, which still exists today. They were joined by Ashkenazi Jews that arrived from Central and Eastern Europe in the 17th century, together forming the largest Jewish community in Amsterdam and the Netherlands. Shabbat services are held regularly.",52.367663,,,,BAG,,", , , , X, X, , ",,EsnogaAmsterdam.jpg,,,,,2014-03-24,tram 9 or 14 to Mr Visserplein,E-Blow Vape Shop,,,,1011RA,,,,,,,,,Mr. Visserplein 3,,,,,,,,,,,,,,,,,,,,,,,,e-cigarette,,,,,,,,4.904829,,,,,,,,,,,,,,,,,,,http://www.esnoga.com/en/,,,,The Portuguese Synagogue,,,,,,,,,,,,,,,,see,,,,,,,+31 20 624-5351,,,,,,,,,,,,,,,,
12,,,,Dam,,,,,,,New Church,,,,,Amsterdam/Binnenstad,,,,Neue Kirche,,,Nieuwe Kerk,Amsterdam,,,,,,,"Used for royal coronations, most recently the crowning of King Willem-Alexander in 2013, and royal weddings, most recently the wedding of crown prince Willem-Alexander to princess Máxima in 2002. Today, the church is no longer used for services but is now a popular exhibition space. With a steep entry price of €10 this is one of the most expensive and least rewarding visitor attractions in the country.",52.373913,,Новая церковь,,,,", , , , , yes: 82, no: 18, EUR 24 (2 adults, camper): 2, first hour and restaurant free; €2/hour;€8/day;€5/extra night: 1, X, , , , , , , , X, yes: 2234, limited: 983, no: 881, , , ",nl:Nieuwe Kerk (Amsterdam),Amsterdam Nieuwe Kerk Koorhek.jpg,,,yes,,,"tram 1, 2, 5, 13 or 17 to Dam",Nieuwe Kerk,,,,1012NP,,,,,,,,,Dam,,,,,Q1419675,,,,,,,,,,,,,,,,,NL,新教堂,,,Category:Nieuwe Kerk (Amsterdam),,,,,,4.891715,yes,,,yes,,,,,,,,,,,,,,,http://www.nieuwekerk.nl/en/,,,,,,,,,,Nieuwe Kerk,,,,,,,,,,see,,,,,,,+31 20 638-6909,,,,,,Price: €10,museum,https://www.nieuwekerk.nl/,,,,,,,,
23,,,,Oudekerksplein,,,,,,,Old Church,,,,,Amsterdam/Binnenstad,,,,Alte Kirche,,,Oude Kerk,Amsterdam,,,,,,,"The oldest of the five main churches in the historic centre, and probably the oldest building in Amsterdam. It is right in the heart of the Red Light District. You can climb the tower from April to September on Saturday and Sunday, every half-hour. Also open in the winter by group appointment (maximum 10 people) cost €70 per hour. E-mail for more information.",52.374361,,"Ауде-керк (Старая церковь), деревянная часовня 1213г.",,BAG,,", , , , , , yes: 82, no: 18, EUR 24 (2 adults, camper): 2, first hour and restaurant free; €2/hour;€8/day;€5/extra night: 1, 2: 21, 8: 2, , X, , , , , , , , , X, , , christian: 2, none: 2, , , X, , X, yes: 2234, limited: 983, no: 881, , , ",nl:Oude Kerk (Amsterdam),Amsterdam Oude Kerk 2008.jpg,,,yes,,2014-02-11,"tram 4, 9, 16 or 24 to Dam, metro 51, 53 or 54 to Nieuwmarkt",Oude Kerk,,,,1012GX,,,,,,,protestant,,Oudezijds Voorburgwal,,,,,Q623558,,3990,2,,,,1300,,,,,,,,,,,老教堂,,,Category:Oude Kerk (Amsterdam),christian,,,,,4.898088,,,,yes,,,,Oudekerk,,,,363100012178469,,,,,,,http://www.oudekerk.nl,,,,,church,Аудекерк,,,,Oude Kerk,,,rce,,,Mo-Sa 10:00-18:00; Su 13:00-17:30,പഴയ ദൈവാലയം,,,see,,,,,,,,,,,,,,museum,https://www.oudekerk.nl/,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Binnenstad,,,,,,,Zuiderkerk,,,,,,,,"Built in 1603-1611. Located on Zuiderkerkhof (""Southern Graveyard""). Now an information centre on housing and planning. You can visit the tower from April to September Monday to Saturday (with guide only) every half-hour, cost €6. Also open in the winter by group appointment (maximum 15 people) cost €70 per hr. E-mail for more information.",52.370258,,,,,,"X, X, X",,Amsterdam - Zuiderkerk and Raamgracht.JPG,,,,,,"metro Nieuwmarkt, tram 9 or 14 to Mr Visserplein, walk along Jodenbreestraat",Nili's t-shirt,,,,,,,,,,,,,Zuiderkerkhof 72,,,,,,anna@buscher-malocca.nl,,,,,,,,,,,,,,,,,,clothes,,,,,,,,4.899837,,,,,,,,,,,,,,,,,,,http://www.zuiderkerk.amsterdam.nl/,,,,,,,,,,,,,,,,,,,,see,,,,,,,,,,,,,,,https://www.nili4u.com/,,,,,,,,
127,,,,Oude Turfmarkt,,,,,,,Allard Pierson Museum,,,,,Amsterdam/Binnenstad,,,,,,,Allard Pierson Museum,Amsterdam,,,,,,,Archeological museum,52.36877,,Музей Алларда Пирсона,,BAG,,", , , , , X, yes: 82, no: 18, EUR 24 (2 adults, camper): 2, first hour and restaurant free; €2/hour;€8/day;€5/extra night: 1, wlan: 431, yes: 64, no: 20, X, , , , , , , , , X, yes: 2234, limited: 983, no: 881, , , ",nl:Allard Pierson Museum,Allard pierson.jpg,,,yes,,2014-02-11,"tram 4, 9, 16 or 24 to Spui",Allard Pierson Museum,,,,1012GC,,,,,,,,,Oude Turfmarkt 127,,,,,Q1244372,,,,,,,,,,,,,,,,,NL,,,,Category:Allard Pierson Museum,,,,,,4.892939,,,,yes,,,,Museo Allard Pierson,,,,,"M-F 10:00-17:00, Sa-Su 13:00-17:00",,,,,,http://www.allardpiersonmuseum.nl/en,,,wlan,,,,,,,Allard Pierson Museum,,,,,,,,,Universiteit van Amsterdam,see,,,,,,,+31 20 525-2556,,,,,,€6.50,museum,https://allardpierson.nl/,,,,,,,,
92,,,,Kalverstraat,,,,,,,Amsterdam Museum,,,,,Amsterdam/Binnenstad,,,,,,,Amsterdam Museum,Amsterdam,,,,,,,museum of Amsterdams city history,52.370278,,Амстердамский исторический музей,,http://www.amsterdammuseum.nl/,,", , , , , X, X, , X, X, , , , , , , X, , , , X, yes: 2234, limited: 983, no: 881, , ",nl:Amsterdam Museum,Amsterdam Binnenplaats meisjes.jpg,Historical museum,,yes,,,"tram 4, 9, 16 or 24 to Spui",Amsterdam Museum,,,,1012PH,,,,,,,,,Nieuwezijds Voorburgwal 357 or Kalverstraat 92,,"Locatie tijdelijk gesloten vanwege renovatie, verhuisd naar gebouw Hermitage / location temporarily closed for renovation, moved to Hermitage building",,,Q1820897,info@amsterdammuseum.nl,,,,,,,,,,,,,,,,NL,阿姆斯特丹博物館,,,,,,AHM,,,4.890833,yes,,,,,,,Museo de Historia de la Ciudad,,,,,"M-F 10:00-17:00, Sa-Su 11:00-17:00",,,,,,http://www.amsterdammuseum.nl/en,,,,,,,,,,,,,,,,Mo-Su 10:00-17:00,,,,see,,,,,,,+31 20 523-1822,,,,,Amsterdams Historisch Museum,€10,museum,https://www.amsterdammuseum.nl/,,,,,,,,
92,,,,Kalverstraat,,,,,,,Amsterdam Museum,,,,,Amsterdam/Binnenstad,,,,,,,Civic Guards Gallery,Amsterdam,,,,,,,museum of Amsterdams city history,52.370154,,Амстердамский исторический музей,,http://www.amsterdammuseum.nl/,,", , , , , X, X, , X, X, , , , , , , X, , , , X, yes: 2234, limited: 983, no: 881, , ",nl:Amsterdam Museum,Schuttersgalerij naar het noorden - Amsterdam - 20014295 - RCE.jpg,Historical museum,,yes,,,"tram 4, 9, 16 or 24 to Spui",Amsterdam Museum,,,,1012PH,,,,,,,,,Kalverstraat 92,,"Locatie tijdelijk gesloten vanwege renovatie, verhuisd naar gebouw Hermitage / location temporarily closed for renovation, moved to Hermitage building",,,Q1820897,info@amsterdammuseum.nl,,,,,,,,,,,,,,,,NL,阿姆斯特丹博物館,,,,,,AHM,,,4.890678,yes,,,,,,,Museo de Historia de la Ciudad,,,,,"M-F 10:00-17:00, Sa Su 11:00-17:00",,,,,,,,,,Schuttersgalerij,,,,,,,,,,,,Mo-Su 10:00-17:00,,,,see,,,,,,,+31 20 523-1822,,,,,Amsterdams Historisch Museum,Free,museum,https://www.amsterdammuseum.nl/,,,,,,,,
1,,,,Nieuwe Amstelstraat,,,,,,,Jewish Museum,,,,,Amsterdam/Binnenstad,,,,,,,Jewish Historical Museum,Amsterdam,,,,,,,"Jewish Historical Museum. History of the Jewish people, culture and religion.",52.36735,,Еврейский исторический музей,,BAG,,", , , , , yes: 82, no: 18, EUR 24 (2 adults, camper): 2, first hour and restaurant free; €2/hour;€8/day;€5/extra night: 1, X, , , , , X, , , , X, , X, yes: 2234, limited: 983, no: 881, , , ",nl:Joods Historisch Museum,,,,yes,,2014-03-24,"tram 9 or 14, metro 51, 53 or 54 to Waterlooplein",Joods Museum,,,,1011PL,,,,,,,,,Nieuwe Amstelstraat 1,,,,,Q702726,,,,,,,1005,,,,,,,,,,,,,,Category:Joods Historisch Museum,,,,,,4.9037,,,,yes,,,,,,,,363100012182037,11:00-17:00 daily (except some Jewish holidays),,,,,,http://www.jhm.nl/english,,,,Joods Historisch Museum,yes,Єврейський історичний музей,,,,Joods Museum,,,,,,Mo-Su 11:00-17:00,,,,see,,,,,,,+31 20 531-0310,,,,,,€9,museum,https://www.jhm.nl,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Binnenstad,,,,,,,Ons' Lieve Heer op Solder,,,,,,,,"One of the oldest museums in Amsterdam, this is a Catholic church stuffed into the upper stories of a house built in 1663, when Catholics were persecuted and had to disguise their churches. It's amazing to see how they fit worshippers, an organ, and an altar into such a narrow place.",52.374977,,,,,,"X, ",,,,,,,,tram or metro Centraal Station,Hotel Vijaya,,,,,,,,,,,,,Oudezijds Voorburgwal 40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.899215,,,,,,,,,,,,,"M-Sa 10:00-17:00, Su 13:00-17:00",,,,,,http://www.opsolder.nl/en,,,,Our Lord in the Attic,,,,,,,,,,,,,,,,see,,,,,,,+31 20 624-6604,,,,,,€7,hotel,,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Binnenstad,,,,,,,Oranje Voetbal Museum,,,,,,,,"The legacy of Dutch football started in the 1970s, when Total Football, a revolutionary Dutch style of football, shook the world. The Netherlands is the best football nation that never won the World Cup: it lost the final three times, a national trauma. It did win the European Cup in 1988 lead by star player Marco van Basten. This museum has four floors dedicated to ""Oranje"", and a small cinema that shows a 20-minute film with historic football moments. Especially recommended for Germans.",52.367229,,,,,,"X, X, yes: 2234, limited: 983, no: 881",,,,,yes,,,"tram 4, 9, 16 or 24 to Muntplein",Bubble Tea,,,,,,,,,,,,,Kalverstraat 236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.89279,,,,,,,,,,,,,Sa Su 11:00-15:00,,,,,,,,,,,,,,,,,,,,,,,,,,see,,,,,,,+31 20 589-8989,,cafe,,,,€5,,,,,,,,,,
4,,,,Jodenbreestraat,,,,,,,Rembrandt House,,,,,Amsterdam/Binnenstad,,,,Rembrandthaus,,,Rembrandt House,Amsterdam,,,,,,,The house where Rembrandt van Rijn lived.,52.369364,,Дом-музей Рембрандта,,,,", , , , X, , X, , yes: 82, no: 18, EUR 24 (2 adults, camper): 2, first hour and restaurant free; €2/hour;€8/day;€5/extra night: 1, X, , , , , , , , , X, , , , X, yes: 2234, limited: 983, no: 881, , , , , ",nl:Rembrandthuis,,Historical Museum,,limited,,,"tram 9 or 14 to Waterlooplein, metro 51, 53 or 54 to Nieuwmarkt exit Nieuwe Hoogstraat",Rembrandthuis,,,Museum not fully accessible - but the exhibitions are accessible by lift,1011NK,,,,,,,,,Jodenbreestraat 4,,,"Das Museum ist nicht überall barrierefrei;die Ausstellungen sind mit dem Aufzug erreichbar. Allerdings ist das alte Haus von Rembrandt nur über enge, steile Wendeltreppen erreichbar, wie sie im 17. Jahrhundert üblich waren.",,Q277316,,,,,2021-08-17,,,,,2024-02-16,,,,,,,,伦勃朗故居,,,Category:Rembrandt House Museum,,,,,,4.901257,yes,,,yes,Rembrandthaus,,,,,,,,10:00-17:00 daily,,,,,,http://www.rembrandthuis.nl/,Rembrandt-museet,,,,,Музей Рембрандта,,,,Rembrandthuis,,,,,,Tu-Su 10:00-18:00,,,,see,,,,,,,+31 20 520 0400,,,,,,€12.50,museum,https://www.rembrandthuis.nl/,,,,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Binnenstad,,,,,,,Amsterdam Music Theatre,,,,,,,,"Opera, dance, ballet and other performances. Holds a free lunch concert on Tuesdays.",52.367288,,,,,,"X, X",,,,,,,,"tram 9 or 14, metro 51, 53 or 54 to Waterlooplein",Hapjeshoek,,,,,,,,,,,,,Waterlooplein 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.901023,,,,,,,,,,,,,"M-F 12:00-18:00, Sa Su 12:00-15:00",,,,,,http://www.het-muziektheater.nl/en/,,,,Het Muziektheater,,,,,,,,,,,,,,,,do,,,,,,,+31 20 551-8117,,restaurant,,,,,,,,,Entertainment,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Binnenstad,,,,,,,NEMO,,,,,,,,"Above a tunnel overseeing the IJ, NEMO is the largest science museum in the Netherlands. It's a showcase of how scientific phenomena influence daily life. Different sections of the museum deal with technology and engineering, ICT, and bio- and behavioral sciences. This is a place to take kids and is best for those ages 11 and below—teenagers will probably get bored. During summer it has a panorama roof terrace on its roof with deckchairs with free entry.",52.374243,,,,,,"X, yes: 10, no: 9, X, yes: 72, no: 22, unisex: 2, , yes: 2234, limited: 983, no: 881",,,,,limited,,,"bus 32, 33 or 34 to Prins Hendrikkade/IJ-tunnel",DAK restaurant Nemo,,,,,,,,,,,,,Oosterdok 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.91226,yes,,,,,,,,,,,,Tu-Su 10:00-17:00,,,,yes,yes,http://www.e-nemo.nl/en/,,,,,,,,,,,,,,,,,,,,do,,,,,,,+31 20 531-3233,,restaurant,,,,€11.50,,,,,Museum,,,,,
173-175,,,,Nieuwe Uilenburgerstraat,,,,,,,Gassan Diamonds,,,,,Amsterdam/Binnenstad,,,,,,,Gassan Diamonds,Amsterdam,,,,,,,"A guided tour is given that's all about the diamond production process and the history of diamond trade in Amsterdam. Diamonds have been traded in Amsterdam for longer than 425 years, and the city used to be known as the ""City of Diamonds"". Tours are given in 27 languages. Of course you can also buy Gassan diamonds here, but you don't have to.",52.369581,,,,,,", , , , X, , , X, X, , X",,,,,,,,"tram 9 or 14 to Mr Visserplein, metro 51, 53 or 54 to Nieuwmarkt",Gassan Diamonds,,,,1011LN,,,,,,,,,Nieuwe Uilenburgerstraat 173-175,,,,,,info@gassandiamonds.nl,,,,,,,,,,,,,,,,,,jewelry,,,,,,,,4.904041,,,,,,,,,,,,,09:00-17:00 daily,,,,,,http://www.gassan.com,,,,,,,,,,Gassan Diamonds,,,,,,"PH,Mo-Su 09:00-17:00",,,,do,,,,,,,+31 20 622-5333,,,,,,"Free (the tour, not the diamonds)",attraction,https://www.gassan.com/,,,"Cultural, Historic",,,,,
148,,,,Oudezijds Achterburgwal,,,,,,,Hash Marihuana & Hemp Museum,,,,,Amsterdam/Binnenstad,,,,,,,"Hash, Marihuana and Hemp Museum",Amsterdam,,,,,,,"This is an information centre cq attraction, that does not conform to the museum definitions of Unesco, ICOM and Museumvereniging.",52.371736,,Музей гашиша и марихуаны,,,,", , , , X, yes: 82, no: 18, EUR 24 (2 adults, camper): 2, first hour and restaurant free; €2/hour;€8/day;€5/extra night: 1, X, , , , , X, , X, yes: 2234, limited: 983, no: 881, , , ",nl:Hash Marihuana & Hemp Museum,,,,yes,,,"tram 4, 9, 16 or 24 to Dam, walk along the Damstraat and turn left at the second canal before crossing the bridge",Hash Marihuana & Hemp Museum,,,,1012DV,,,,,,,,,Oudezijds Achterburgwal 148,,,,,Q3783595,,,,,,,,,,,,,,,,,,大麻博物館,,,"Category:Hash, Marihuana & Hemp Museum",,,,,,4.896966,,,,yes,,,,,,,,,10:00-23:00 daily,,,,,,http://www.hashmuseum.com,,,,,,,,,,Hash Marihuana & Hemp Museum,,,,,,10:00-22:00,,,,do,,,,,,,+31 20 624-8926,,,,,,€9,museum,https://hashmuseum.com/amsterdam,,,"It sounds like this activity could be considered as an ""Information Centre"" or ""Visitor Attraction"".",,,,,
18,,,,Damrak,,מוזיאון הסקס,,,,,Sexmuseum,,,,,Amsterdam/Binnenstad,,,,,,,Sexmuseum,Amsterdam,,,,,,,The largest and most prestigious museum for sex art and sex history in the Netherlands. It shows a lot of sex oddities. Only ages 16 and up are allowed entry.,52.37666,,Музей секса,,,,", , , , , yes: 82, no: 18, EUR 24 (2 adults, camper): 2, first hour and restaurant free; €2/hour;€8/day;€5/extra night: 1, X, , , , , , X, , , X, yes: 2234, limited: 983, no: 881, , , ",nl:Sexmuseum,,,,no,,,tram or metro Centraal Station,Venustempel Sexmuseum,,,,1012LH,,,,,,,,,Damrak 18,,,,,Q3329876,,,,,,,,,,,,,,,,,NL,性博物館,,,Category:Sexmuseum Amsterdam,,,,,,4.897235,no,,,yes,,,,,,,,,09:00-22:00 daily,,,,,,http://www.sexmuseumamsterdam.nl/index2.html,,,,,,,,,,Venustempel Sexmuseum,,,,,,Mo-Su 09:30-23:30,,,,do,,,,,,,+31 20 622-8376,,,,,,€4,museum,https://sexmuseumamsterdam.nl/,,,Museum,,,,,
,,,,,,,,,,,,,,,,Amsterdam/Binnenstad,,,,,,,Madame Tussauds,,,,,Peek & Cloppenburg,,,"The well-known franchise of wax museums also has a branch in Amsterdam. It's a major tourist attraction so expect a steep entry fee and long queues. Unique to this branch are waxworks of famous Dutch people including Willem-Alexander, Beatrix, Tiësto, Rafael van der Vaart, Doutzen Kroes, Vincent van Gogh and Rembrandt.",52.372619,,,en:Peek & Cloppenburg,,,"X, , , X, X, yes: 2234, limited: 983, no: 881, , ",,Madam Tussaud.jpg,,Q2066959,yes,,,"tram 4, 9, 16 or 24 to Dam",Peek & Cloppenburg,,,,,,,,,,,,,Dam 20,,,,,Q17291523,,,,,,,,,,,,,,,,,,,clothes,,"Category:Peek & Cloppenburg, Amsterdam",,,,,,4.892534,,,,,,,,,,,,,10:00-18:30 daily,,,,,,http://www.madametussauds.com/amsterdam,,,,,,,,,,,,,,,,,,,,do,,,,,,,+31 20 522-1010,,,,,,€22,,,,,Museum,,,,,
74,,,,Rokin,,,,,,,,,,,,Amsterdam/Binnenstad,,,,,,,Amsterdam Dungeon,Amsterdam,,,,Starbucks,,,The Amsterdam Dungeon is a horror tour through several dark chambers with live actors. It ends with a roller coaster raging through a real 13th century church.,52.370172,,,en:Starbucks,BAG,,", , , , X, X, , , X, X, , X, , , , yes: 368, no: 41, only: 25, , X, yes: 2234, limited: 983, no: 881",,,,Q37158,limited,,2014-02-11,"tram 4, 9, 16 or 24 to Spui",Starbucks,,,,1012KW,,,Starbucks Coffee,,,,,,Rokin 78,,,,,,,,,,,yes,,,,,,coffee_shop,,,,,,,,,,,,,,,4.892118,yes,,,,,,,,,,,,"11:00-17:00 daily, 24 Dec-8 Jan 10:30-17:30 daily, 2 Jul-4 Sep 11:00-18;00 daily",,,,,,http://www.the-dungeons.nl,,,,,,,,,,,,,,,,Mo-Su 07:00-22:00,,,,do,,,,,,,+31 20 217 0700,,cafe,,,,€21,,https://www.starbucks.nl,,,Entertainment,,,,,
32,,,,Damrak,,,,,,,Orange Tulip,,,,,Amsterdam/Binnenstad,,,,,,,Museum of Medieval Torture Instruments,Amsterdam,,,,,,,"The latest gimmicky tourist attraction near the Centraal Station, it's a small museum about medieval torture and torture devices. In the Middle Ages, torture was a widely known punishment for almost all crimes committed, ranging from rape to murder, and above all for heresy. The type of punishment depended on the victim's crime and social status. The Museum of Medieval Torture Instruments displays over 100 devices used to torture people. Before its make-over, it used to be the Vodka Museum; the vodka shop is still open in the basement with free entry.",52.376089,,,,BAG,,", , , , X, , , , , ",,,,,,,2014-02-11,tram or metro Centraal Station,De Oranje Tulp,,,,1012LK,,,,,,,,,Damrak 33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.89653,,,,,,,,,,,,,09:00-22:00 daily,,,,,,http://www.tortureamsterdam.com/,,,,,,,,,,De Oranje Tulp,,,,,,,,,,do,,,,,,,+31 20 528-6035,,,,,,€12.50,hotel,,,,Museum,,,,,
