addr:housenumber,addr:street,name:en,reservation,memorial,title,lgbtq,brand,description,latitude,brand:wikipedia,common_tags,wikipedia,image,wheelchair,checkIn,name,wheelchair:description,addr:postcode,address,checkOut,note,takeaway,cuisine,beauty,shop,wikimedia_commons,contact:website,longitude,toilets:wheelchair,hours,stars,changing_table,toilets,url,internet_access,alt,smoking,opening_hours,type,phone,amenity,old_name,price,website,amenity.1,brand.1,check_date,cuisine.1,name.1,opening_hours.1,shop.1,meal,Micheline,category,Service,room_facilities,drink type,music type,Ambiental,price range,private_bath,air_conditioning,bath,balcony,view,kitchen,tv,bed_number,size,indoor/outdoor seating,dietary
,,,,,de ponteneur,,,an inexpensive barrestaurant with great food and atmosphere all food serve be fresh and homemade free wifi available excellent bang for the buck and suit for only a drink a well no english menu some waiter speak english,52.36343,,x x,,,,,ludwig,,,eerste van swindenstraat 581,,,,,,,,,4.93032,,mth 09000100 f sa 09000200 su 10000100,,,,httpwwwponteneurnl,,,,,eat,31 20 6680680,cafe,,main €1520,,cafe,,,,ludwig,,,dinner,no,,,,,,casual,medium,,,,,,,,,,,
,,,,,aan de amstel,,,this small but cosy place be run by popular dutch cooking book author and illustrator yvette van boven it serf home make comfy food with a mediterranean touch it a table dhotestyle restaurant with a small menu and a fix price for 3 or 4 course meal,52.35586,,x x x yes 509 no 131 only 16 terrace 12 pedestrianzone 11 sidewalk 6 patio 1,,,,,athene,,,weesperzijde 42a,,,,greek,,,,,4.90742,,tusa 16002200,,,,httpwwwaandeamstelnl,,,,,eat,31 206080077,restaurant,,3550 for 3 course,,restaurant,,,greek,athene,,,dinner,no,,,,,,intimate,medium,,,,,,,,,,,
11,piet heinkade,,,,silk road restaurant,,mövenpick,eastern and western fusion meal with both à la carte and on high occupy day o­nly a live cooking theme buffet the restaurant have a view o­n the river ij open 7 day per week for lunch and dinner,52.37799,enmövenpick hotel resort,x x x x yes 2234 limited 983 no 881,,,yes,,mövenpick hotel,,1019br,2f mövenpick hotel piet heinkade 11,,,,,,,,,4.91377,,,,,,httpwwwsilkroadnl,,,,,eat,31 20 519 1200,hotel,,€2540,httpwwwmoevenpickhotelscom,hotel,mövenpick,,,mövenpick hotel,,,dinner,no,,,,,,casual,medium,,,,,,,,,,,
,,,,,blijburg aan zee,,,,52.3499,,x x x x,,,,,,,,muiderlaan 1001,,,,,,,,,5.01459,,mth 11000100 f su 10000100 sa 10000200,,,,httpwwwblijburgnl,,,,,drink,31 20 4160330,,,,,,,,,,,,,no,,,,wine,indie,intimate,,,,,,,,,,,,
328,krijn taconiskade,,,,dok48,,,,52.35282,,x yes 101 no 52 no 1 12001630 1 17002300 1 mosu 16452200 frsa 0000020016452400 1 16002000 tu off 1 suth 12002230 frsa 12002330 1 mosa 17302100 1 tusu 17002100 1 x yes 217 no 4 x x yes 509 no 131 only 16 terrace 12 pedestrianzone 11 sidewalk 6 patio 1 no 149 outside 100 isolated 7 separate 7 dedicate 3 yes 1 yes 368 no 41 only 25 x,,,,,dok48,,1087hw,krijn taconiskade 328,,,,,,,,,5.00534,,,,,,httpwwwdok48nl,,,outside,tusu 11002359,drink,31 20 330 6817,restaurant,,,httpswwwdok48nl,restaurant,,,,dok48,tusu 11002359,,,no,,,,soft drink,,no,,,,,,,,,,,,
1491,ijburglaan,,,,espressofabriek,,,coffee bar,52.35187,,x x x x yes 368 no 41 only 25 x,,,,,merza,,1087km,ijburglaan 1489,,,yes,turkish,,,,,5.00209,,,,,,,,,,we samo 15000045 tu thfr 13000045,drink,31 20 416 1649,restaurant,,,httpsmerzasitedishshop,restaurant,,,turkish,merza,we samo 15000045 tu thfr 13000045,,,no,,,,coffee,jazz,casual,,,,,,,,,,,,
432,krijn taconiskade,,,,the lighthouse,,,,52.35365,,x x x,,,,,the marina club,,1087hw,krijn taconiskade 432,,,,,,,,,5.00648,,,,,,,,,,,drink,31 20 7508395,restaurant,,,httpwwwthemarinaclubcomamsterdam,restaurant,,,,the marina club,,,,no,,,,beer,jazz,no,,,,,,,,,,,,
124,krijn taconiskade,,,,nap,,,a harbourside cafe and restaurant with a view of the marina you can just stop by for a cup of coffee have breakfast lunch or dinner stylish interior,52.35286,,x x x x x x,,,,,nap amsterdam,,1087hv,krijn taconiskade 124,,,,international,,,,,5.00334,,,,,,httpwwwnapamsterdamnl,,,,moth 08300000 fr 08300300 sa 10000100 su 10000000,drink,31 20 416 4000,restaurant,,,httpswwwnapamsterdamnl,restaurant,,,international,nap amsterdam,moth 08300000 fr 08300300 sa 10000100 su 10000000,,,no,,,,coffee,,chic,,,,,,,,,,,,
1264,veemkade,,,,odessa,,,,52.37451,,x x x x yes 2234 limited 983 no 881,,,yes,,the flowery,,1019cz,veemkade 259,,,,,,florist,,,4.93763,,,,,,httpodessapizzagrillnl,,,,moth 08301800 frsa 08301900,drink,31 20 419 8035,,,,httpswwwtheflowerynl,,,,,the flowery,moth 08301800 frsa 08301900,florist,,no,,,,coffee,jazz,no,,,,,,,,,,,,
,,,,,panama,,,this nightclub be relatively close to the city centre it have it fair share of nice night and the view on the water be excellent,52.37491,,x x,,,,,,,,oostelijke handelskade 4,,,,,,,,,4.93021,,,,,,httpwwwpanamanl,,,,,drink,,,,,,,,,,,,,,no,,,,no tag,electronic,casual,,,,,,,,,,,,
55,sgravesandestraat,,,,tonight club,,,,52.36123,,x x x yes 2234 limited 983 no 881,,,yes,,hotel arena,,1092aa,hotel arena s gravesandestraat 51,,,,,,,,,4.9163,,,4,,,httpwwwhotelarenanl,,,,,drink,31 20 850 2400,hotel,,,httpswwwhotelarenanl,hotel,,,,hotel arena,,,,no,,,,tea,jazz,no,,,,,,,,,,,,
150,wibautstraat,,,,canvas,,,a restaurantbarclub this urban and edgy den in a former newspaper office be a great place to go out at night with nice view of the city and a varied music repertoire alternative jazz funk it one of the hidden secret too often overlook by foreign visitor try one of the cocktail,52.35378,,x x x yes 509 no 131 only 16 terrace 12 pedestrianzone 11 sidewalk 6 patio 1 x yes 2234 limited 983 no 881,,,yes,,canvas,,1091gr,7f volkshotel wibautstraat 150,,,,,,,,,4.91195,,mth 07000100 f 07000400 sa 08000400 su 08000100,,,,httpwwwcanvasopde7enl,,,,mosu 07000100,drink,31 20 2612100,restaurant,,,httpswwwvolkshotelnlencanvas,restaurant,,,,canvas,mosu 07000100,,,no,,,,cocktail,jazz,chic,,,,,,,,,,,,
,,,,,camp zeeburg,,,this campground be near the city it have camp cabin wagonettes tent site and rv site a good store free wifi and restaurantbar round out the amenity a good clean and cheap place to stay if you do not mind walk to the bathroom and pay €80 for a hot shower,52.36522,,x shop 13 x,,,,,,,,zuider ijdijk 20,,,,,,rental,,,4.96071,,,,,,,,,,,sleep,31 20 6944430,bicyclerental,,,,bicyclerental,,,,,,rental,,no,,clean,camp cabin wagonettes tent site rv site store free wifi restaurantbar bathroom share hot shower available for a fee,,,,,,,no,,city view,,,,,,
21,timorplein,,,,stayokay zeeburg,,,this 480 bed hostel be locate to the east of the city centre in a typical amsterdam neighbourhood amsterdam historic centre be less than 15 minute away by bike or tram the hostel be in the same building a studio k a budget diner and movie theatre,52.36533,,wlan 431 yes 64 no 20 x x yes 2234 limited 983 no 881,,,yes,,stayokay amsterdam oost,,1094cc,timorplein 21,,,,,,,,,4.9355,,,,,,httpwwwstayokaycom,,,,,sleep,31 20 5513190,hostel,,,httpswwwstayokaycomhostelamsterdamzeeburg,hostel,,,,stayokay amsterdam oost,,,,no,,,number of bed 480 location east of the city centre in a typical amsterdam neighborhood proximity to city centre less than 15 minute away by bike or tram adjacent facility studio k budget diner and movie theatre,,,,,,,,,city view,,yes,480,,,
57,jan olphert vaillantlaan,,,,bb lieve nachten,,,,52.36177,,x x x x,,,,,rikit hair,,1086xz,jan olphert vaillantlaan 77,,,,,,hairdresser,,,4.97719,,,,,,httplievenachtennl,,,,,sleep,31 20 673 1328,,,,httpswwwrikithairnl,,,,,rikit hair,,hairdresser,,no,,,,,,,,,,,,,,,,,,
,,,,,bastion hotel amstel,,,comfortable but lack in charm 4 star hotel near overamstel metro 10 minute walk then 10 minute train ride to centraal station but without pedestrian access to the road you have to take your chance with the traffic,52.33366,,x,,,,,,,,verlengde van marwijk kooystraat 30,,,,,,,,,4.92761,,,,,,httpwwwbastionhotelsnlen,,,,,sleep,31 20 6634567,hotel,,€70,,hotel,,,,,,,,no,,,private bath air conditioning tv number bed not specify size not specify location close to overamstel metro station,,,,,,,,,,,,,,,
,,,,,mövenpick hotel,,,the hotel be locate in the eastern docklands the renew area of the city centre which make it perfect for business or pleasure,52.37801,,x x x yes 2234 limited 983 no 881,,,yes,,amsterbike,,,piet heinkade 11,,,,,,bicycle,,,4.91363,,,,,,httpwwwmoevenpickhotelscom,,,,,sleep,31 20 5191200,bicyclerental,,€149,,bicyclerental,,,,amsterbike,,bicycle,,no,,,view of the eastern docklands suitable for business or pleasure traveler,,,,medium,,,,,city view,,,,,,
15,keizersgracht,,,,brouwersgracht,,,this canal be sometimes cite a the most beautiful street of amsterdam the name brewer canal refers to the many beer brewery along the canal in the 16th and 17th century nowadays there just one distillery left de ooievaar that have be locate here since 1782 and specializes in dutch jenever and liquor the warehouse here use to store good such a coffee spice and leather but now serve a residential purpose traditional warehouse with the row of spout gable can be found at brouwersgracht 196–188 and at 204 206 208 and 210 also check out the wideopen red shutter at groene valk 192 and grouwe valk 194 geloof brouwersgracht 218 show the typical neck gable design by philip vingboons,52.379431,,x wlan 431 yes 64 no 20 x x,,,,,sebastians,,1015cc,,,,,,,,,,4.890879,,,,,,,,,,,see,31 20 423 2342,hotel,,,httpswwwhotelsebastiansnl,hotel,,,,sebastians,,,,no,,,,,,,,,,,,,,,,,,
45,noordermarkt,,,,noorderkerk,,,,52.37968,,yes 1 x x x x,,,,,craft story,,1015na,noordermarkt 48,,,,,,gift,,,4.886433,,m 10301230 sa 11001300 aproct su 13301730,,,,httpwwwnoorderkerkorg,,,,mo 10001800 tu off wefr 10001800 sa 10001700 su off,see,31 20 6266436,,,,httpswwwcraftedstoriesnl,,,,,craft story,mo 10001800 tu off wefr 10001800 sa 10001700 su off,gift,,no,,,,,,,,,,,,,,,,,,
106,westerstraat,pianola museum,,,pianola museum,,,a museum about pianola from the early 1900s about a dozen be displayed at any one time and every month a piano concert be held,52.378635,,x x x x x,,,,,pianola museum,,1015mn,westerstraat 106,,,,,,,categorypianola museum,,4.883573,,su 14001700,,,,httppianolanlpianolamuseumwelcomehtml,,,,frsa 13001700 su 13001600,see,31 20 6279624,museum,,€5,httpswwwpianolanl,museum,,,,pianola museum,frsa 13001700 su 13001600,,,no,,,,,,,,,,,,,,,,,,
,,,,,lapjesmarkt,,,a specialist market concentrate on sell cloth and material for make clothes curtain etc monday only,,,,,,,,,,,westerstraat,,,,,,,,,,,m 09001300,,,,,,,,,buy,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,lindengracht,,,sell a wide range of good fruit and vegetable fish and various household item saturday only,,,,,,,,,,,,,,,,,,,,,,sa 09001600,,,,,,,,,buy,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,noordermarkt,,,on monday morning the noordermarkt be a flea market sell fabric record secondhand clothing etc and form part of the lapjesmarkt mention above on saturday the noordermarkt be a biological food market sell a wide range of ecological product like organic fruit and vegetable herb cheese mushroom etc there be also a small flea market,,,,,,,,,,,,,,,,,,,,,,m 09001300 sa 09001600,,,,,,,,,buy,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,kinnaree,,,amaze thai food good atmosphere good service despite be quite busy but the food be why you would come here highly recommend,,,,,,,,,,,1e anjeliersdwarsstraat 14,,,,,,,,,,,,,,,httpwwwrestaurantkinnareenl,,,,,eat,31 20 627 71 53,,,,,,,,,,,,dinner,no,,,,,,casual,,,,,,,,,,,,
,,,,,mazzo,,,this use to be a famous techno club but they turn it into an italian restaurant with a nice modern look you can have breakfast lunch or dinner here on the weekend it smart to make a reservation a it can get pretty busy,,,,,,,,,,,rozengracht 114,,,,,,,,,,,9 be till 1 be,,,,,,,,,eat,31 20344 64 02,,,price empty,,,,,,,,,dinner,no,,,,,,chic,cheap,,,,,,,,,,,
,,,,,long pura,,,indonesian food try the rice table,,,,,,,,,,,rozengracht 4648,,,,,,,,,,,611pm,,,,httpwwwrestaurantlongpuracom,,,,,eat,31 20 6238950,,,,,,,,,,,,dinner,no,,,,,,casual,,,,,,,,,,,,
,,,,,burgermeester,,,yes they serve burger here but dont expect a mcdonalds wannabe they be quality meat fish or vegetarian burger the place be so popular that they open 2 more branch in the city great if you want to have a quick and inexpensive bite order the mini trio so you can taste three different small size burger,,,,,,,,,,,elandsgracht 130,,,,,,,,,,,12002300,,,,httpwwwburgermeestereu,,,,,eat,31 900burgers,,,,,,,,,,,,dinner,2 star,,,,,,casual,,,,,,,,,,,,
,,,,,barneys,,,a gorgeous brasserie with outside seat which have the best breakfast in amsterdam for very reasonable price their strawberry milkshake be to die for,,,,,,,,,,,haarlemerstraat 98,,,,,,,,,,,,,,,,,,,,eat,,,,price range not specify,,,,,,,,,breakfast,no,,,,,,casual,cheap,,,,,,,,,,,
,,,,,de korte prins,,,de korte prins be a lunchroom café on the haarlemmerdijk 8 in the heart of the jordaan area in amsterdam the friendly staff serf great bagel roll and sandwich for breakfast and lunch in the afternoon the café be fill with coffee lover who enjoy a rich coffee with a delicious brownie or cheesecake regular often drop by for cooky and muffin takeaway a well,,,,,,,,,,,haarlemmerdijk 8,,,,,,,,,,,open daily from 8 be till 4 pm sat 9 be till 6 pm close on sunday,,,,httpwwwdekorteprinsnl,,,,,eat,,,,,,,,,,,,,lunch,no,,,,,,casual,,,,,,,,,,,,
,,,,,proust,,,proust be a little off the beaten path near the intersection of brouwersgracht and prinsengracht but it worth a visit for the inexpensive and satisfy meal a well a the company it a favourite with local,,,,,,,,,,,noordermarkt 4,,,,,,,,,,,,,,,,,,,,eat,31 20 623 91 45,,,,,,,,,,,,lunch,no,,,,,,casual,,,,,,,,,,,,
73,haarlemmerstraat,,,,stout,,,nice and modern barcaferestaurant with young people a customer and mattress on the terrace,52.380168,,x x yes 72 no 22 unisex 2,,,,,cafe nobo,,1013el,haarlemmerstraat 73,,,,,,,,,4.892317,,,,,yes,httpwwwrestaurantstoutnl,,,,,eat,31 20 616 36 64,cafe,,,,cafe,,,,cafe nobo,,,dinner,3 star,,,,,,casual,,,,,,,,,,,,
,,,,,vliegende schotel,,,since green planet be closing you well look for alternative vegetarian hangout believe it or not but vliegende schotel be even well than it australiamoving competitor it have big portion of unbelievably good vegetarian food in an unpretentious but authentic atmosphere minimalistic service and a little walk from the centre but seriously worth it small selection of organic and fair trade wine and a nonsmoking room,,,,,,,,,,,nieuwe leliestraat 162,,,,,,,,,,,,,,,,,,,,eat,,,,main €915 daily special €8 bottle of wine €13,,,,,,,,,dinner,no,,,,,,intimate,cheap,,,,,,,,,,,
,,,,,t smalle,,,some say this place have the most beautiful terrace in amsterdam it not big but you sit right beside the canal and if it too cold to sit outside check out the beautifully restore interior in this laidback place,,,,,,,,,,,egelantiersgracht 12,,,,,,,,,,,10000100 friday and saturday till 0200,,,,httpwwwtsmallenlsectiondrinken,,,,,drink,31 20 623 96 17,,,,,,,,,,,,,no,,,,beer,,intimate,,,,,,,,,,,,
,,,,,cafe p 96,,,great character at this pub lovely outdoor terrace on a houseboat make for a nice even or afternoon good selection of dutch and belgian beer,,,,,,,,,,,prinsengracht 96,,,,,,,,,,,800am to 100 be,,,,httpwwwp96nl,,,,,drink,31 20 622 18 64,,,,,,,,,,,,,no,,,,beer,,intimate,,,,,,,,,,,,
,,,,,soundgarden,,,top metalgrungypunky pub most relaxed drinking atmosphere in town really nice seclude terrace for drinking beer in the sun can smoke but not buy puff,,,,,,,,,,,marnixstraat 166,,,,,,,,,,,,,,,httpwwwcafesoundgardennl,,,,,drink,31 20 620 28 53,,,,,,,,,,,,,no,,,,beer,rock,casual,,,,,,,,,,,,
,,,,,bar brandstof,,,relatively new bar with a big and often busy terrace get absolutely crowd on friday after work hour,,,,,,,,,,,marnixstraat 357 corner with rozengracht,,,,,,,,,,,monthurs08000100 fri08000300 sat11000300 sun11000100,,,,httpwwwbarbrandstofnl,,,,,drink,31 204220813,,,,,,,,,,,,,no,,,,beer,,casual,,,,,,,,,,,,
,,,,,bar struik,,,hangout for the urban 20 and 30somethings every day except friday they serve 1 dish for €750 get really crowd in the weekend,,,,,,,,,,,rozengracht 160,,,,,,,,,,,mon1700100 tue thu 1000 100 fri 1000 300sat 1100 300 sun 1200 100,,,,,,,,,drink,31 206254863,,,price €750 per dish,,,,,,,,,,no,,,,beer,pop,casual,medium,,,,,,,,,,,
,,,,,cafe chaos,,,typical amsterdam brown bar throw your peanut shell on the floor while look at the furniture,,,,,,,,,,,looriegracht 144,,,,,,,,,,,,,,,,,,,,drink,,,,,,,,,,,,,,no,,,,beer,folk,casual,,,,,,,,,,,,
,,,,,korsakoff,,,a more alternative rundown but cheap place that often have live music alternative nightspot for fan of metal industrial goth and techno some live music and popular club night a bit off the beaten path but worth it,,,,,,,,,,,lijnbaansgracht 161,,,,,,,,,,,,,,,httpwwwkorsakoffamsterdamnl,,,,,drink,31 20 625 78 54,,,,,,,,,,,,,no,,,,beer,metal,casual,,,,,,,,,,,,
,,,,,maloe melo,,,live 50 rockabilly bar drink be cheap and the crowd be mostly dutch rocker but the music be good,,,,,,,,,,,lijnbaansgracht 163,,,,,,,,,,,sundaythursday 21000300 fridaysaturday 21000400,,,,httpwwwmaloemelocom,,,,,drink,31 20 420 45 92,,,,,,,,,,,,,no,,,,beer,rock,casual,,,,,,,,,,,,
,,,,,barneys,,,multiple cannabis cup winner know for it internationallyacclaimed marijuana strain,,,,,,,,,,,haarlemmerstraat 98,,,,,,,,,,,,,,,httpwwwbarneysbiz,,,,,drink,,,,,,,,,,,,,,no,,,,cannabis,reggae,intimate,,,,,,,,,,,,
,,,,,shelter jordan hostel,,,an alcohol and drugfree christian youth hostel singlesex dormitory include breakfast bed linen,,,,,,,,,,,bloemstraat 179,,,,,,,,,,,,,,,httpwwwshelternl,,,,,sleep,31 20 624 47 17,hostel,,from €19,,,,,,,,,,no,,,singlesex dormitory bed linen breakfast,,,,cheap,,,,,,,,0,,,
372,marnixstraat,,,,hotel de paris,,,the hotel have 48 room and be locate near the waterlooplein flee market,52.365775,,x wlan 431 yes 64 no 20 x x,,,,1400,krisotel amsterdam,,1016xx,marnixstraat 372,1100,,,,,,,,4.879771,,,,,,httphoteldeparisamsterdamnl,yes,,,,sleep,31 20 622 5587,hotel,,,httpskrisotelcom,hotel,,,,krisotel amsterdam,,,,no,,,number of room 48 location near waterlooplein flee market,,,,,,,,,,,,0,,,
75,derde looiersdwarsstraat,,,,hotel de looier amsterdam,,,the hotel be a 3 star hotel locate near many of the main museum of amsterdam hotel de looier amsterdam be built a a diamond factory in 1886,52.36835,,wlan 431 yes 64 no 20 x x,,,,1400,de looier,,1016vd,3e looiersdwarsstraat 75,1100,,,,,,,httpswwwhoteldelooiercom,4.879661,,,3,,,httpwwwhoteldelooiercom,,,,,sleep,31 20 625 18 55,yes,,,,yes,,,,de looier,,,,no,,,private bath air conditioning tv,,,,,,,,,,,,,,,
,,,,,dadmiraal 1792,,,on the bank of the noordhollands kanaal in the north ferry from central station,,,,,,,,,,,noordhollandschkanaaldijk 21,,,,,,,,,,,,,,,,,,,,see,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,buikslotermeerplein boven t y shopping mall,,,,,,,,,,,,,,buikslotermeerplein amsterdam,,,,,,,,,,,,,,,httpwwwboventynl,,boven t y,,,buy,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,cafe de pont,,,,,,,,,,,,,,buiksloterweg 35 1031 cc amsterdam,,,,,,,,,,,,,,,httpcafedepontnl,,,,,drink,31 20 636 3388,,,,,,,,,,,,,no,,,,coffee,folk,no,,,,,,,,,,,,
,,,,,tolhuistuin,,,,,,,,,,,,,,tolhuisweg 5 1031 cl amsterdam,,,,,,,,,,,,,,,httptolhuistuinnl,,,,,drink,31 20 7630650,,,,,,,,,,,,,no,,,,tea,classical,no,,,,,,,,,,,,
,,,,,nh galaxy,,,,,,,,,,,,,,distelkade 21 1031 xp amsterdam,,,,,,,,,,,,,,,httpnhhotelsnl,,,,,sleep,31 20 634800,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
,,,,,bastion hotel amsterdam centrumnoord,,,,,,,,,,,,,,buikslotermeer amsterdam,,,,,,,,,,,,,,,httpwwwbastionhotelsnl,,,,,sleep,31 20 6323131,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,
17b,stationsplein,,,,amsterdam centraal railway station,,chocolate company,this beautiful building be an attraction in itself so if you do not arrive in amsterdam by train it be well worth make a special trip to look at the station facade the station be built between 1881 and 1889 on three artificial island it be design by pierre cuypers who also design the rijksmuseum in a similar neolategothicrenaissance style at the time the project be highly controversial a the new station would effectively cut off the city from the ij waterfront politician in the hague push it through anyway and now it be widely regard a the most beautiful station in the country,52.378677,,x x x x x yes 368 no 41 only 25 x,,amsterdam 28657878568329jpg,,,chocolate company,,1012ab,stationsplein,,,yes,coffeeshop,,,,,4.899901,,,,,,,,,,mofr 08001900 sasu 10001700,see,31 20 723 2229,cafe,,,httpswwwchocolatecompanynl,cafe,chocolate company,,coffeeshop,chocolate company,mofr 08001900 sasu 10001700,,,no,,,,,,,,,,,,,,,,,,
,,,,,beurs van berlage,,,take a guide tour and check out the view from the top of the old stock exchange tower it be built in 1903 by hendrik petrus berlage and be consider the begin of modern dutch architecture cost €350 locate on beursplein near dam square,52.375036,,x x,,beurs van berlage amsterdam 20052011jpg,,,r hotel info,,,,,,,,,gift,,,4.896205,,,,,,httpwwwbeursvanberlagenl,,,,,see,,,,price €350,,,,,,r hotel info,,gift,,no,,,,,,,,,,,,,,,,,,
8,mozes en aäronstraat,,,,royal palace,,,the royal palace be one of the three official palace of the netherlands it be at the disposal of king willemalexander by the act of parliament it be built in 1651 a the city hall of amsterdam in a period know a the dutch golden age many school child learn that because of the swampy soil it be built on no less than 13569 wooden pole in 1795 the french empire of napoleon bonaparte invade the netherlands and his brother louis napoleon become the first king of holland in 1806 he acquire the city hall in that year and turn it into a royal palace it be restore to the original owner when prince william vi return to the netherlands in 1812 but when he be crown a king william i he decide that amsterdam should be the official capital and acquire the city hall once again a a royal palace this be still a delicate subject among the local some of who would like to see the palace return to amsterdam it be completely renovate in 2009 it be mainly use for diplomatic reception and to welcome visit head of state not a a royal residence,52.373199,,x x,,amsterdam paleis op de dam 20070326 1132 jpg,,,“ russian treasure ” from kaufman collection,,1012xz,dam,,,,,,gift,,,4.891276,,tusu 12001700,,,,httpwwwpaleisamsterdamnl,,koninklijk paleis,,,see,31 20 6204060,,,€750,,,,,,“ russian treasure ” from kaufman collection,,gift,,no,,,,,,,,,,,,,,,,,,
,,,,,nationaal monument,,,a large spire that function a a memorial for the victim of world war ii it be design by architect jjp oud and reveal at 4 may 1956 every 4 may at the remembrance of the dead a ceremony be held here to commemorate all civilian and member of the dutch arm force that die in world war ii and later arm conflict,52.372777,,x x yes 2234 limited 983 no 881,,amsterdam 28657877678529jpg,yes,,svnrs,,,dam square,,,,,,gift,,,4.893612,,,,,,,,,,,see,31 20 2514900,,,,,,,,,svnrs,,gift,,no,,,,,,,,,,,,,,,,,,
371a,nieuwezijds voorburgwal,,,,begijnhof,,,the begijnhof be a late medieval enclose courtyard with the house of beguine roman catholic woman living in a semireligious community it be a very picturesque group of historic building mostly private dwelling house number 34 be the old home in amsterdam the courtyard also have a reform church and a hidden catholic chapel surprisingly it feel like a serene oasis a it be surround by the chaotic kalverstraat and spui entry to the courtyard and surround garden be free but be careful not to disturb the local community still living here,52.369447,,x x x,,begijnhof amsterdam p1020929jpg,,,exalto,,1012rm,,,,,,,book,,,4.889943,,,,,,,,,,,see,,,,,httprecordsandbooksnl,,,,,exalto,,book,,no,,,,,,,,,,,,,,,,,,
6h,muiderstraat,,,,esnoga,,,the most prominent synagogue of the city centre the esnoga date back from 1675 and be built in an austere classicist style in 1492 spain expel it jewish population a part of the inquisition and many flee to portugal one hundred year later their descendant migrate to amsterdam for it religious freedom this happen at a time when the dutch province be fight for independence against spain a to avoid be related to the enemy these jewish refugee originally from spain begin to refer to themselves a portuguese jew in the early 16th century the three jewish community that exist at the time merge to form the portuguese jewish community of amsterdam which still exists today they be join by ashkenazi jew that arrive from central and eastern europe in the 17th century together form the large jewish community in amsterdam and the netherlands shabbat service be held regularly,52.367663,,x x,,esnogaamsterdamjpg,,,eblow vape shop,,1011ra,mr visserplein 3,,,,,,ecigarette,,,4.904829,,,,,,httpwwwesnogacomen,,the portuguese synagogue,,,see,31 20 6245351,,,,,,,,,eblow vape shop,,ecigarette,,no,,,,,,,,,,,,,,,,,,
12,dam,new church,,,nieuwe kerk,,,use for royal coronation most recently the crown of king willemalexander in 2013 and royal wedding most recently the wedding of crown prince willemalexander to princess máxima in 2002 today the church be no longer use for service but be now a popular exhibition space with a steep entry price of €10 this be one of the most expensive and least reward visitor attraction in the country,52.373913,,yes 82 no 18 eur 24 2 adult camper 2 first hour and restaurant free €2hour €8day €5extra night 1 x x yes 2234 limited 983 no 881,nlnieuwe kerk amsterdam,amsterdam nieuwe kerk koorhekjpg,yes,,nieuwe kerk,,1012np,dam,,,,,,,categorynieuwe kerk amsterdam,,4.891715,yes,,,,,httpwwwnieuwekerknlen,,,,,see,31 20 6386909,museum,,price €10,httpswwwnieuwekerknl,museum,,,,nieuwe kerk,,,,no,,,,,,,,,,,,,,,,,,
23,oudekerksplein,old church,,,oude kerk,,,the old of the five main church in the historic centre and probably the old building in amsterdam it be right in the heart of the red light district you can climb the tower from april to september on saturday and sunday every halfhour also open in the winter by group appointment maximum 10 people cost €70 per hour email for more information,52.374361,,yes 82 no 18 eur 24 2 adult camper 2 first hour and restaurant free €2hour €8day €5extra night 1 2 21 8 2 x x christian 2 none 2 x x yes 2234 limited 983 no 881,nloude kerk amsterdam,amsterdam oude kerk 2008jpg,yes,,oude kerk,,1012gx,oudezijds voorburgwal,,,,,,,categoryoude kerk amsterdam,,4.898088,,,,,,httpwwwoudekerknl,,,,mosa 10001800 su 13001730,see,,church,,,httpswwwoudekerknl,church,,,,oude kerk,mosa 10001800 su 13001730,,,no,,,,,,,,,,,,,,,,,,
,,,,,zuiderkerk,,,built in 16031611 locate on zuiderkerkhof southern graveyard now an information centre on housing and planning you can visit the tower from april to september monday to saturday with guide only every halfhour cost €6 also open in the winter by group appointment maximum 15 people cost €70 per hr email for more information,52.370258,,x x x,,amsterdam zuiderkerk and raamgrachtjpg,,,nilis tshirt,,,zuiderkerkhof 72,,,,,,clothes,,,4.899837,,,,,,httpwwwzuiderkerkamsterdamnl,,,,,see,,,,tower visit from april to september €6 winter visit by group appointment maximum 15 people €70 per hour,httpswwwnili4ucom,,,,,nilis tshirt,,clothes,,no,,,,,,,,,,,,,,,,,,
127,oude turfmarkt,allard pierson museum,,,allard pierson museum,,,archeological museum,52.36877,,x yes 82 no 18 eur 24 2 adult camper 2 first hour and restaurant free €2hour €8day €5extra night 1 wlan 431 yes 64 no 20 x x yes 2234 limited 983 no 881,nlallard pierson museum,allard piersonjpg,yes,,allard pierson museum,,1012gc,oude turfmarkt 127,,,,,,,categoryallard pierson museum,,4.892939,,mf 10001700 sasu 13001700,,,,httpwwwallardpiersonmuseumnlen,,,,,see,31 20 5252556,museum,,€650,httpsallardpiersonnl,museum,,,,allard pierson museum,,,,no,,,,,,,,,,,,,,,,,,
